brand,kilometers,model,transmission,year
Chevrolet,19000.0,Spark GT,Mecánica,2019.0
Chevrolet,32000.0,Tracker,Mecánica,2019.0
Peugeot,45000.0,Partner,Mecánica,2019.0
Mazda,47332.0,3,Automática,2019.0
Mazda,45200.0,CX-9,Automática,2019.0
Suzuki,64118.0,Swift,Mecánica,2019.0
Volkswagen,17475.0,Golf,Automática,2019.0
Audi,170000.0,Q5,Automática,2019.0
Chevrolet,26000.0,D-Max,Mecánica,2019.0
Lexus,27000.0,GX,Automática,2019.0
Mercedes-Benz,35800.0,Clase C,Automática,2019.0
Renault,48900.0,Logan,Automática,2019.0
Toyota,36017.0,Prado,Automática,2019.0
Toyota,59638.0,Hilux,Automática,2019.0
Audi,26700.0,A3,Automática,2019.0
Toyota,50000.0,Prado,Mecánica,2019.0
Mercedes-Benz,8370.0,Clase GLE,Automática,2019.0
Chevrolet,28291.0,Spark,Mecánica,2019.0
Kia,74000.0,Picanto,Mecánica,2019.0
Kia,43000.0,Sportage,Mecánica,2019.0
Mercedes-Benz,14000.0,Clase GLC,Automática,2019.0
Toyota,46329.0,Hilux,Automática,2019.0
Nissan,80000.0,Qashqai,Automática,2019.0
Ford,36000.0,F-150,Automática,2019.0
Jeep,10500.0,Grand Cherokee,Automática,2019.0
Toyota,20000.0,Prado,Automática,2019.0
Toyota,18000.0,Prado,Automática,2019.0
Mazda,40400.0,3,Mecánica,2019.0
Toyota,30000.0,Prado,Automática,2019.0
Kia,41000.0,Picanto,Automática,2019.0
Toyota,45000.0,Fortuner,Automática,2019.0
Mazda,23000.0,2,Mecánica,2019.0
Jeep,20000.0,Compass,Mecánica,2019.0
Renault,56000.0,Duster,Mecánica,2019.0
Mini,23000.0,Cooper,Automática,2019.0
BMW,14000.0,Serie 2,Automática,2019.0
Mazda,38000.0,CX-9,Automática,2019.0
Toyota,26000.0,Prado,Automática,2019.0
Toyota,46000.0,Fortuner,Automática,2019.0
Nissan,29000.0,Versa,Automática,2019.0
Toyota,32000.0,Prado,Automática,2019.0
Kia,62400.0,Sportage,Automática,2019.0
Honda,35000.0,Pilot,Automática,2019.0
Renault,24800.0,Sandero,Mecánica,2019.0
Suzuki,45000.0,Ertiga,Mecánica,2019.0
Toyota,32000.0,Prado,Automática,2019.0
Toyota,31700.0,Prado,Automática,2019.0
Chevrolet,90556.21355944383,Prado,Mecánica,2012.612294758021
Chevrolet,56860.0,Sail,Mecánica,2019.0
Ford,19000.0,Ecosport,Mecánica,2019.0
Nissan,54000.0,X-Trail,Automática,2019.0
Toyota,42000.0,Fortuner,Automática,2019.0
Renault,56000.0,Sandero,Mecánica,2019.0
Jeep,35000.0,Renegade,Automática,2019.0
Mazda,49895.0,CX-5,Automática,2019.0
Volvo,44115.0,XC90,Automática,2019.0
Volkswagen,32000.0,Jetta,Automática,2019.0
Porsche,25000.0,Cayenne,Automática,2019.0
Toyota,48000.0,Prado,Automática,2019.0
Toyota,12750.0,Prado,Automática,2019.0
Volkswagen,57000.0,Amarok,Automática,2019.0
Chevrolet,65000.0,D-Max,Mecánica,2019.0
BMW,24000.0,Serie 2,Automática,2019.0
Toyota,49000.0,Prado,Automática,2019.0
Mazda,46000.0,CX-3,Automática,2019.0
Ford,49050.0,Ecosport 2,Mecánica,2019.0
Chevrolet,23000.0,Tracker,Automática,2019.0
Renault,35514.0,Logan,Mecánica,2019.0
Toyota,40000.0,Prado,Automática,2019.0
Nissan,36000.0,Sentra,Mecánica,2019.0
Mazda,39778.0,3,Mecánica,2019.0
ONIX LTZ,17500.0,SEDAN 1.4,Mecánica,2019.0
Mini,25000.0,Cooper,Automática,2019.0
Volkswagen,62600.0,Voyage,Automática,2019.0
Suzuki,42759.0,Vitara,Mecánica,2019.0
Toyota,78568.0,Prado,Automática,2019.0
Land Rover,13800.0,Range Rover,Automática,2019.0
Renault,38000.0,Logan,Mecánica,2019.0
Kia,72500.0,Picanto,Mecánica,2019.0
Nissan,45762.0,Versa,Automática,2019.0
Renault,26000.0,Stepway,Mecánica,2019.0
Mazda,68000.0,3,Automática,2019.0
Kia,10700.0,Sorento,Automática,2019.0
Chevrolet,6000.0,Tracker,Mecánica,2019.0
Ford,39455.0,Ranger,Automática,2019.0
Maserati,111.0,Levante,Automática,2019.0
Nissan,38535.0,Qashqai,Automática,2019.0
Renault,72700.0,Duster,Mecánica,2019.0
Mazda,39700.0,3,Automática,2019.0
Mazda,41000.0,3,Automática,2019.0
Toyota,23505.0,Prado,Automática,2019.0
Audi,55000.0,Q5,Automática,2019.0
Renault,55000.0,Sandero,Mecánica,2019.0
Ford,41496.0,Explorer,Automática,2019.0
Renault,21500.0,Stepway,Mecánica,2019.0
Toyota,52000.0,Land Cruiser,Automática,2019.0
Toyota,67000.0,Prado,Automática,2019.0
Subaru,15605.0,XV,Automática,2019.0
Mazda,58500.0,3,Automática,2019.0
Mercedes-Benz,34350.0,Clase CLA,Automática,2019.0
Chevrolet,19500.0,Traverse,Automática,2019.0
Mercedes-Benz,15000.0,Clase CLA,Automática,2019.0
Ford,21060.0,Explorer,Automática,2019.0
Toyota,60000.0,Prado,Automática,2019.0
SEAT,16832.0,Leon,Mecánica,2019.0
Chevrolet,19500.0,Traverse,Automática,2019.0
Changan,55000.0,CS 15,Mecánica,2019.0
Volkswagen,60000.0,Amarok,Mecánica,2019.0
Mini,20475.0,Cooper,Mecánica,2019.0
Toyota,73000.0,Prado,Automática,2019.0
Toyota,56000.0,Fortuner,Automática,2019.0
Volkswagen,24300.0,Jetta,Automática,2019.0
Ford,37000.0,F-150,Automática,2019.0
Mitsubishi,23897.0,ASX,Automática,2019.0
Renault,17000.0,Logan,Mecánica,2019.0
Volkswagen,16664.0,Gol,Mecánica,2019.0
Nissan,21100.0,Versa,Mecánica,2019.0
Kia,30000.0,Sportage,Mecánica,2019.0
Nissan,8075.0,March,Automática,2019.0
Hyundai,19944.0,Accent,Automática,2019.0
Ford,40700.0,F-150,Automática,2019.0
Jeep,45000.0,Renegade,Automática,2019.0
Ford,33500.0,Escape,Automática,2019.0
Renault,20540.0,Stepway,Mecánica,2019.0
Chevrolet,48282.0,Spark GT,Mecánica,2019.0
Nissan,46146.0,Qashqai,Automática,2019.0
Mazda,32000.0,2,Automática,2019.0
Volkswagen,26496.0,Jetta,Automática,2019.0
Mercedes-Benz,11300.0,Clase C,Automática,2019.0
Jeep,13500.0,Compass,Automática,2019.0
Renault,41438.0,Duster,Mecánica,2019.0
Volkswagen,47000.0,Voyage,Mecánica,2019.0
Mazda,10865.0,2,Automática,2019.0
Renault,23413.0,Zoe,Automática,2019.0
Mazda,35000.0,3,Automática,2019.0
Mercedes-Benz,34520.0,Clase B,Automática,2019.0
Chevrolet,27120.0,Beat,Mecánica,2019.0
Mercedes-Benz,14531.0,Clase C,Automática,2019.0
Nissan,28637.0,NP300 Frontier,Mecánica,2019.0
Kia,41000.0,Rio,Automática,2019.0
Chevrolet,40300.0,2019,Automática,2019.0
Suzuki,9000.0,Swift,Mecánica,2019.0
Toyota,34328.0,Corolla,Automática,2019.0
Renault,34000.0,Stepway,Mecánica,2019.0
Mazda,32656.0,3,Automática,2019.0
BMW,22200.0,X3,Automática,2019.0
Ford,29900.0,Fiesta,Automática,2019.0
Nissan,16000.0,Sentra,Automática,2019.0
Nissan,34695.0,Versa,Mecánica,2019.0
Volkswagen,52000.0,Jetta,Mecánica,2019.0
Mitsubishi,73000.0,Sportero,Mecánica,2019.0
Ford,41300.0,Ranger,Automática,2019.0
Mazda,35420.0,3,Automática,2019.0
Renault,36342.0,Koleos,Automática,2019.0
Volkswagen,27000.0,Cross Up,Mecánica,2019.0
Chevrolet,38459.0,Equinox,Automática,2019.0
Audi,68000.0,Q2,Automática,2019.0
Chevrolet,62857.0,Spark GT,Mecánica,2019.0
Kia,41800.0,Picanto,Mecánica,2019.0
Toyota,72000.0,Hilux,Automática,2019.0
Renault,34404.0,Stepway,Mecánica,2019.0
Volvo,28000.0,XC60,Automática,2019.0
Toyota,59700.0,Fortuner,Automática,2019.0
Peugeot,20347.0,Partner,Mecánica,2019.0
Kia,39990.0,CERATO PRO,Automática,2019.0
Mazda,37037.0,CX-5,Automática,2019.0
Ford,32540.0,Explorer,Automática,2019.0
Mercedes-Benz,33700.0,Clase GLA,Automática,2019.0
BMW,35000.0,218I,Automática,2019.0
Renault,50000.0,Stepway,Mecánica,2019.0
Ford,17000.0,F-150,Automática,2019.0
Fiat,23000.0,Uno,Mecánica,2019.0
Toyota,26000.0,Prado,Automática,2019.0
Hyundai,160000.0,Grand i10,Mecánica,2019.0
Mini,20000.0,Countryman,Automática,2019.0
Chevrolet,58000.0,Tracker,Automática,2019.0
Mercedes-Benz,24000.0,Clase GLC,Automática,2019.0
Mercedes-Benz,32500.0,Clase GLC,Automática,2019.0
Mazda,18240.0,CX-9,Automática,2019.0
Chevrolet,35200.0,Sail,Mecánica,2019.0
Chevrolet,25000.0,Onix,Mecánica,2019.0
Suzuki,42342.0,Swift,Mecánica,2019.0
Volkswagen,70000.0,Amarok,Automática,2019.0
Renault,21800.0,Logan,Mecánica,2019.0
BMW,12078.0,X5,Automática,2019.0
Toyota,31500.0,Land Cruiser,Automática,2019.0
Toyota,56327.0,Sequoia,Automática,2019.0
Toyota,53500.0,Prado,Automática,2019.0
Nissan,83000.0,Frontier,Mecánica,2019.0
Nissan,78000.0,NP300 Frontier,Mecánica,2019.0
Mazda,45900.0,CX-9,Automática,2019.0
Toyota,23000.0,Fortuner,Automática,2019.0
Fiat,9005.0,2019,Mecánica,2019.0
Suzuki,67600.0,Grand Vitara,Mecánica,2019.0
Volkswagen,31316.0,Amarok,Mecánica,2019.0
Suzuki,23000.0,Alto,Mecánica,2019.0
DFM/DFSK,109000.0,VAN CARGA,Mecánica,2019.0
Volvo,32000.0,XC40,Automática,2019.0
Toyota,41000.0,Prado,Automática,2019.0
Mazda,58800.0,CX-5,Automática,2017.0
BMW,41000.0,X5,Automática,2017.0
Audi,73540.0,A4,Automática,2017.0
Peugeot,57896.0,208,Mecánica,2017.0
Ford,44000.0,Edge,Automática,2017.0
Chevrolet,31057.0,Cruze,Automática,2017.0
Ford,49265.0,Edge,Automática,2017.0
Mazda,58400.0,3,Automática,2017.0
Chevrolet,93000.0,D-Max,Mecánica,2017.0
Kia,89000.0,Sportage,Automática,2017.0
Chevrolet,60000.0,Tracker,Automática,2017.0
Volkswagen,51988.0,Gol,Mecánica,2017.0
Nissan,50744.0,March,Mecánica,2017.0
Nissan,69000.0,Frontier,Mecánica,2017.0
Chevrolet,52691.0,Sail,Mecánica,2017.0
Mercedes-Benz,60000.0,Clase GLS,Automática,2017.0
Nissan,83000.0,X-Trail,Automática,2017.0
Chevrolet,77200.0,Sail,Mecánica,2017.0
Chevrolet,73535.0,Sail,Mecánica,2017.0
Ford,37400.0,Escape,Automática,2017.0
Jeep,28000.0,Wrangler,Automática,2017.0
Mercedes-Benz,44000.0,Clase C,Automática,2017.0
Chevrolet,45800.0,Sonic,Automática,2017.0
Mazda,55000.0,3,Automática,2017.0
Dodge,34904.0,Durango,Automática,2017.0
Dodge,63500.0,Journey,Automática,2017.0
Kia,29700.0,Rio,Automática,2017.0
Suzuki,47000.0,S-Cross,Automática,2017.0
Mercedes-Benz,47000.0,Clase GLE,Automática,2017.0
Toyota,84000.0,Prado,Automática,2017.0
Hyundai,34990.0,Accent,Mecánica,2017.0
Hyundai,39800.0,Accent,Mecánica,2017.0
Ford,39500.0,Fiesta,Automática,2017.0
Ford,26180.0,Fiesta,Automática,2017.0
Mercedes-Benz,32000.0,Clase E,Automática,2017.0
Nissan,32000.0,Note,Automática,2017.0
Ford,22400.0,Fiesta,Automática,2017.0
Volkswagen,55500.0,Gol,Mecánica,2017.0
Volkswagen,28000.0,Beetle,Automática,2017.0
Renault,74720.0,Duster,Automática,2017.0
Mercedes-Benz,41500.0,GLA 200,Automática,2017.0
Ford,54000.0,Explorer,Automática,2017.0
Chevrolet,11975.0,Camaro,Automática,2017.0
Mini,20400.0,Cooper,Automática,2017.0
Nissan,68408.0,qasqai,Automática,2017.0
Renault,86000.0,Duster,Automática,2017.0
Peugeot,31800.0,208,Mecánica,2017.0
Ford,35000.0,Explorer,Automática,2017.0
Toyota,55000.0,LC200,Automática,2017.0
Chevrolet,72000.0,Sail,Mecánica,2017.0
Ford,25000.0,Edge,Automática,2017.0
Volvo,84000.0,XC60,Automática,2017.0
Chevrolet,85000.0,Tracker,Mecánica,2017.0
Mazda,43000.0,3,Automática,2017.0
Renault,67873.0,Sandero,Automática,2017.0
Chevrolet,47069.0,Spark GT,Mecánica,2017.0
Renault,40550.0,Sandero,Mecánica,2017.0
Volkswagen,17000.0,Beetle,Automática,2017.0
Nissan,47000.0,Qashqai,Mecánica,2017.0
Renault,34399.0,Sandero,Mecánica,2017.0
Volkswagen,46457.0,Voyage,Mecánica,2017.0
Suzuki,137000.0,Grand Vitara,Mecánica,2017.0
Volkswagen,69003.0,Gol,Mecánica,2017.0
Mazda,10150.0,3,Automática,2017.0
BMW,9961.0,X6,Automática,2017.0
Toyota,34000.0,4Runner,Automática,2017.0
Ford,59860.0,Explorer,Automática,2017.0
Suzuki,41000.0,Vitara,Automática,2017.0
Mercedes-Benz,60000.0,Clase GLC,Automática,2017.0
Ford,28800.0,Fiesta,Automática,2017.0
BMW,77200.0,X1,Automática,2017.0
Ford,60000.0,Ecosport 2,Automática,2017.0
Chevrolet,88126.0,Tracker,Automática,2017.0
Toyota,70000.0,4Runner,Automática,2017.0
BMW,71427.0,X6,Automática,2017.0
Mercedes-Benz,47000.0,Clase GLE,Automática,2017.0
Toyota,85000.0,Prado,Automática,2017.0
Ford,29000.0,Fiesta,Mecánica,2017.0
Dodge,51145.0,Journey,Automática,2017.0
Toyota,51000.0,Hilux,Automática,2017.0
Honda,70000.0,Accord,Automática,2017.0
Audi,32500.0,Q5,Automática,2017.0
Land Rover,35900.0,Discovery sport,Automática,2017.0
Nissan,42000.0,Sentra,Mecánica,2017.0
Chevrolet,46000.0,Spark GT,Mecánica,2017.0
BMW,10500.0,M2,Automática,2017.0
Kia,78000.0,Picanto,Mecánica,2017.0
Mini,22000.0,Clubman,Automática,2017.0
Mazda,66500.0,CX-3,Automática,2017.0
Chevrolet,43000.0,Sail,Mecánica,2017.0
Renault,40590.0,Logan,Mecánica,2017.0
Subaru,91000.0,Forester,Automática,2017.0
Chevrolet,80000.0,Spark,Mecánica,2017.0
Nissan,63000.0,2017,Mecánica,2017.0
Ford,33000.0,Mustang,Automática,2017.0
Chevrolet,93000.0,Tracker,Mecánica,2017.0
Mini,36400.0,Cooper,Automática,2017.0
Audi,17800.0,S4,Automática,2017.0
Ford,47300.0,Escape,Automática,2017.0
Audi,34560.0,A1,Automática,2017.0
Volkswagen,47150.0,Voyage,Mecánica,2017.0
Toyota,58500.0,RAV4,Automática,2017.0
Renault,36000.0,Duster,Automática,2017.0
Foton,93000.0,Tunland,Mecánica,2017.0
Jaguar,5733.0,F-Type,Automática,2017.0
Volkswagen,34000.0,New Jetta,Mecánica,2017.0
Kia,51000.0,Rio 4,Mecánica,2017.0
Ford,80000.0,Escape,Automática,2017.0
Toyota,42000.0,RAV4,Automática,2017.0
BMW,85000.0,X3,Automática,2017.0
Chevrolet,61300.0,Tracker,Automática,2017.0
Subaru,55000.0,Forester,Automática,2017.0
Renault,99000.0,Duster,Automática,2017.0
Audi,82000.0,Q3,Automática,2017.0
Chevrolet,78000.0,2017,Mecánica,2017.0
Toyota,80000.0,Prado,Automática,2017.0
Chevrolet,78000.0,Trailblazer,Automática,2017.0
Mazda,72000.0,3,Automática,2017.0
Toyota,25000.0,Fortuner,Automática,2017.0
Volkswagen,78000.0,Amarok,Automática,2017.0
Toyota,83000.0,Fortuner,Automática,2017.0
Ford,66000.0,Escape,Automática,2017.0
Suzuki,135000.0,Ertiga,Automática,2017.0
Ford,110000.0,Ranger,Automática,2017.0
Renault,330000.0,Duster,Mecánica,2017.0
Nissan,60000.0,March,Mecánica,2017.0
Mazda,68223.0,3,Mecánica,2017.0
Toyota,107000.0,Prado,Automática,2017.0
Honda,85200.0,Pilot,Automática,2017.0
BMW,45000.0,Serie 1,Automática,2017.0
Audi,86000.0,Q5,Automática,2017.0
BMW,27000.0,X3,Automática,2017.0
Mercedes-Benz,46000.0,Clase C,Automática,2017.0
Toyota,61000.0,Prado,Automática,2017.0
Nissan,69500.0,Versa,Automática,2017.0
Mazda,19754.0,CX-5,Automática,2017.0
Renault,269049.0,Duster,Mecánica,2017.0
Chevrolet,2800.0,Sail,Mecánica,2017.0
Chevrolet,74000.0,Spark GT,Mecánica,2017.0
Mazda,61832.0,3,Automática,2017.0
Chevrolet,58000.0,Sail,Mecánica,2017.0
Volkswagen,65000.0,Voyage,Mecánica,2017.0
Renault,51000.0,Sandero,Mecánica,2017.0
Renault,198000.0,Duster,Mecánica,2017.0
Kia,35600.0,Sportage,Automática,2017.0
Toyota,63500.0,Fortuner,Automática,2017.0
Kia,44400.0,Picanto,Mecánica,2017.0
Mazda,52000.0,CX-3,Automática,2017.0
Toyota,77000.0,Fortuner,Automática,2017.0
Ford,84000.0,Fiesta,Automática,2017.0
Kia,40000.0,Sportage,Automática,2017.0
Hyundai,27000.0,Veloster,Mecánica,2017.0
Chevrolet,44077.0,Sonic,Mecánica,2017.0
Ford,28500.0,Edge,Automática,2017.0
Chevrolet,66000.0,Spark GT,Mecánica,2017.0
Renault,74280.0,Duster,Automática,2017.0
Nissan,74000.0,March,Automática,2017.0
Renault,64000.0,Logan,Automática,2017.0
Mazda,70000.0,CX-3,Mecánica,2017.0
Ford,110000.0,Edge,Automática,2017.0
Renault,32573.0,Sandero,Mecánica,2017.0
Mazda,51388.0,3,Automática,2017.0
Mazda,62000.0,3,Automática,2017.0
Renault,83000.0,Sandero,Automática,2017.0
Chevrolet,84.0,Chevrolet sail LTZ,Mecánica,2017.0
Mazda,52000.0,3,Automática,2017.0
Volkswagen,51000.0,Golf,Automática,2017.0
Ford,70000.0,Fusion,Automática,2017.0
Subaru,28200.0,Forester,Automática,2017.0
Audi,24400.0,Q3,Automática,2017.0
Chevrolet,30000.0,Traverse,Automática,2017.0
Mazda,53260.0,3,Automática,2017.0
Chevrolet,71000.0,Spark GT,Mecánica,2017.0
Renault,55000.0,Clio,Mecánica,2017.0
Renault,52000.0,Stepway,Mecánica,2017.0
Nissan,85000.0,Frontier,Mecánica,2017.0
Mercedes-Benz,56000.0,Clase CLA,Automática,2017.0
Kia,43500.0,CERATO PRO,Automática,2017.0
Chevrolet,51500.0,Tracker,Automática,2017.0
Chevrolet,126000.0,2017,Mecánica,2017.0
Chevrolet,90556.21355944383,Prado,Mecánica,2012.612294758021
Mazda,56850.0,3,Automática,2017.0
Nissan,77000.0,Frontier,Automática,2017.0
Kia,10978.0,Soul,Automática,2017.0
Chevrolet,60000.0,Chevrolet sail,Mecánica,2017.0
Mazda,48000.0,3,Automática,2017.0
Mazda,43000.0,3,Automática,2017.0
Hyundai,27000.0,Veloster,Automática,2017.0
Chevrolet,54000.0,Sail,Mecánica,2017.0
Chevrolet,81000.0,Tracker,Automática,2017.0
Volvo,42000.0,XC60,Automática,2017.0
Kia,40000.0,Sportage,Automática,2017.0
Mercedes-Benz,24000.0,Clase A,Automática,2017.0
Mazda,62000.0,3,Automática,2017.0
Mazda,48000.0,3,Automática,2017.0
Ford,58000.0,Fiesta,Mecánica,2017.0
Mazda,43000.0,3,Automática,2017.0
Nissan,69000.0,Qashqai,Automática,2017.0
Mercedes-Benz,40000.0,Clase A,Automática,2017.0
Chevrolet,65000.0,Spark,Mecánica,2017.0
Chevrolet,82000.0,Sail,Mecánica,2017.0
Nissan,51000.0,Sentra,Automática,2017.0
Mazda,93200.0,BT-50,Automática,2017.0
BMW,48000.0,X1,Automática,2017.0
Renault,36800.0,Stepway,Mecánica,2017.0
Ford,66500.0,Escape,Automática,2017.0
Renault,44000.0,Logan,Mecánica,2017.0
Toyota,95000.0,Hilux,Automática,2017.0
Renault,39000.0,Stepway,Mecánica,2017.0
Mazda,48000.0,2,Automática,2017.0
Mazda,75000.0,BT-50,Automática,2017.0
Toyota,86700.0,RAV4,Automática,2017.0
Volkswagen,77000.0,Gol,Automática,2017.0
Renault,149000.0,Duster,Automática,2017.0
Chevrolet,72000.0,Captiva,Automática,2017.0
Ford,47000.0,Escape,Automática,2017.0
Volkswagen,78300.0,Gol,Automática,2017.0
Nissan,61000.0,Frontier,Automática,2017.0
Land Rover,37000.0,Range Rover Evoque,Automática,2017.0
Chevrolet,58000.0,Captiva,Automática,2017.0
Chery,20000.0,2017,Mecánica,2017.0
Ford,56900.0,Fiesta,Mecánica,2017.0
Renault,3800.0,Logan,Automática,2017.0
Volkswagen,77000.0,Gol,Mecánica,2017.0
Chevrolet,68000.0,Sail,Mecánica,2017.0
Kia,75000.0,Sportage,Automática,2017.0
Chevrolet,90556.21355944383,Prado,Mecánica,2012.612294758021
Mazda,83000.0,3,Automática,2017.0
Chevrolet,65.0,Spark GT,Mecánica,2017.0
Dodge,64000.0,Journey,Automática,2017.0
Mercedes-Benz,88000.0,Clase GLA,Automática,2017.0
Chevrolet,66739.0,2017,Mecánica,2017.0
Mercedes-Benz,88000.0,Clase GLA,Automática,2017.0
Mitsubishi,44000.0,Montero,Automática,2017.0
Chevrolet,64000.0,Spark GT,Mecánica,2017.0
Mazda,53450.0,2,Automática,2017.0
BMW,57000.0,X1,Automática,2017.0
Chevrolet,70000.0,Spark GT,Mecánica,2017.0
Kia,70100.0,Sportage,Automática,2017.0
Nissan,70000.0,March,Automática,2017.0
Ford,57600.0,Fusion,Automática,2017.0
Mazda,26700.0,3,Automática,2017.0
Ford,56000.0,Fiesta,Mecánica,2017.0
Chevrolet,54100.0,Sonic,Mecánica,2017.0
Volkswagen,55000.0,Gol,Automática,2017.0
Renault,70000.0,Stepway,Mecánica,2017.0
BMW,21000.0,Serie 4,Automática,2017.0
Chevrolet,39500.0,Sonic,Mecánica,2017.0
Renault,41000.0,Sandero,Automática,2017.0
Nissan,53000.0,Note,Automática,2017.0
Mazda,55000.0,CX-3,Automática,2017.0
Dodge,36000.0,Journey,Automática,2017.0
Renault,407080.0,Trafic,Mecánica,2017.0
Chevrolet,83000.0,Spark Life,Mecánica,2017.0
Mazda,46000.0,3,Automática,2017.0
Mazda,62000.0,6,Automática,2017.0
Ford,42000.0,Fiesta,Mecánica,2017.0
Chevrolet,61000.0,SPARK LIFE,Mecánica,2017.0
Ford,62000.0,Fiesta,Mecánica,2017.0
Ford,80000.0,Ecosport,Mecánica,2017.0
Toyota,49000.0,2017,Automática,2017.0
Toyota,29600.0,4Runner,Automática,2017.0
BMW,75000.0,M 240i,Automática,2017.0
Mazda,60000.0,3,Automática,2017.0
Chevrolet,64000.0,2017,Mecánica,2017.0
Mazda,34700.0,2,Mecánica,2017.0
Mazda,67000.0,CX-9,Automática,2017.0
Chevrolet,59900.0,Sail,Mecánica,2017.0
Chevrolet,76000.0,Tracker,Mecánica,2017.0
Renault,39000.0,Stepway,Mecánica,2017.0
BMW,30000.0,Serie 3,Automática,2017.0
Peugeot,44000.0,208,Mecánica,2017.0
Chevrolet,35000.0,Sail,Mecánica,2017.0
Kia,38400.0,Sportage,Automática,2017.0
Chevrolet,50000.0,Spark GT,Mecánica,2017.0
Ford,25000.0,Fiesta,Automática,2017.0
Toyota,130000.0,Hilux,Automática,2017.0
Kia,60000.0,Sportage,Automática,2017.0
Chevrolet,50000.0,Tracker,Automática,2017.0
Mazda,54500.0,3,Automática,2017.0
Ford,35000.0,Fiesta,Automática,2017.0
Volkswagen,48000.0,Crossfox,Automática,2017.0
Ford,44000.0,Fusion,Automática,2017.0
Foton,59000.0,Tunland,Mecánica,2017.0
BMW,50000.0,Serie 1,Automática,2017.0
Renault,12700.0,Stepway,Mecánica,2017.0
Toyota,44000.0,Prado,Automática,2017.0
Kia,37081.0,CERATO PRO,Mecánica,2017.0
Skoda,36000.0,Fabia,Mecánica,2017.0
Kia,89000.0,Carens,Automática,2017.0
Volkswagen,48200.0,Gol,Mecánica,2017.0
Ford,29680.0,Fiesta,Mecánica,2017.0
Ford,50000.0,Fiesta,Automática,2017.0
Volkswagen,35000.0,Beetle,Mecánica,2017.0
Renault,104000.0,Duster,Automática,2017.0
Ford,40000.0,Fiesta,Mecánica,2017.0
Chevrolet,42600.0,Tracker,Automática,2017.0
Kia,41000.0,Rio,Mecánica,2017.0
Chevrolet,55500.0,Sail,Mecánica,2017.0
Mitsubishi,70000.0,L200 SPORTERO,Automática,2017.0
Volkswagen,70300.0,Crossfox,Automática,2017.0
Renault,65000.0,Sandero,Automática,2017.0
Ford,37000.0,Ranger,Automática,2017.0
Chevrolet,79000.0,sail ltz,Mecánica,2017.0
Chevrolet,105000.0,Tracker,Mecánica,2017.0
Toyota,15300.0,Land Cruiser,Automática,2017.0
Chevrolet,109000.0,Spark,Mecánica,2017.0
Nissan,62000.0,Frontier,Automática,2017.0
Toyota,40000.0,RAV4,Automática,2017.0
Mazda,46200.0,2,Automática,2017.0
Chevrolet,56000.0,Tracker,Automática,2017.0
Renault,50000.0,Captur,Automática,2017.0
Renault,53000.0,Master 2017,Mecánica,2017.0
Jeep,51000.0,Renegade,Automática,2017.0
Nissan,79000.0,March,Automática,2017.0
Mercedes-Benz,53000.0,GLA200,Automática,2017.0
Chevrolet,3500.0,1.4,Mecánica,2017.0
Hyundai,56000.0,Accent,Mecánica,2017.0
Volkswagen,35000.0,Jetta,Mecánica,2017.0
Ford,86000.0,Fiesta,Automática,2017.0
Toyota,42000.0,Land Cruiser,Automática,2017.0
Chevrolet,142000.0,2017,Mecánica,2017.0
Volkswagen,83000.0,Gol,Automática,2017.0
Renault,48000.0,Clio,Mecánica,2017.0
Nissan,31000.0,X-trail Exclusive,Automática,2017.0
Chevrolet,44500.0,Spark GT,Mecánica,2017.0
Mercedes-Benz,35000.0,Clase GLE,Automática,2017.0
Mazda,48500.0,3,Automática,2017.0
Suzuki,25175.0,Jimny,Mecánica,2017.0
Kia,80000.0,Picanto,Mecánica,2017.0
Mazda,92000.0,3,Automática,2017.0
Toyota,70000.0,Prado,Automática,2017.0
Chevrolet,64000.0,LS MT 2017 CARA NUEVA,Mecánica,2017.0
Mazda,87000.0,3,Mecánica,2017.0
Suzuki,64300.0,Swift,Mecánica,2017.0
Kia,65000.0,Picanto,Mecánica,2017.0
Chevrolet,130000.0,Spark,Mecánica,2017.0
Chevrolet,68799.0,Spark GT,Mecánica,2017.0
Mazda,56000.0,CX-3,Automática,2017.0
Renault,40000.0,Sandero,Automática,2017.0
Ford,38000.0,Escape,Automática,2017.0
Ford,36000.0,Fiesta,Automática,2017.0
Nissan,81000.0,Versa,Automática,2017.0
Mazda,51000.0,CX-3,Automática,2017.0
Chevrolet,65000.0,Sail lt,Mecánica,2017.0
Audi,39000.0,Q3,Automática,2017.0
Mazda,47000.0,CX-3,Automática,2017.0
Chevrolet,63000.0,ltz,Mecánica,2017.0
Volkswagen,69400.0,Jetta,Automática,2017.0
Chevrolet,30000.0,Tracker,Mecánica,2017.0
Renault,49000.0,Sandero,Automática,2017.0
Toyota,35000.0,4Runner,Automática,2017.0
Suzuki,60000.0,Alto,Mecánica,2017.0
Chevrolet,44000.0,Tracker,Mecánica,2017.0
Chevrolet,65000.0,Spark GT,Mecánica,2017.0
Mazda,81000.0,3,Automática,2017.0
Mercedes-Benz,6200.0,Clase C,Automática,2017.0
Renault,62120.0,Logan,Automática,2017.0
Suzuki,48000.0,Swift,Mecánica,2017.0
Mazda,76700.0,2,Automática,2017.0
Renault,79000.0,Sandero,Automática,2017.0
Renault,78900.0,Stepway,Automática,2017.0
Ford,46000.0,Escape,Automática,2017.0
