brand,kilometers,model,transmission,year
Nissan,240000.0,Frontier,Mecánica,2011.0
Great Wall,167.0,Wingle 5,Mecánica,2011.0
Ford,115000.0,Fiesta,Automática,2011.0
Hyundai,156000.0,TUCSON IX-35,Mecánica,2011.0
Toyota,136000.0,Prado,Mecánica,2011.0
Ford,88500.0,Fiesta,Mecánica,2011.0
Dodge,137500.0,Journey,Mecánica,2011.0
Peugeot,85300.0,207,Mecánica,2011.0
Jeep,95500.0,Wrangler,Mecánica,2011.0
Renault,116000.0,Sandero,Mecánica,2011.0
Chevrolet,90556.21355944383,Prado,Mecánica,2012.612294758021
Chevrolet,120000.0,Spark GT,Mecánica,2011.0
Mazda,142000.0,BT-50,Mecánica,2011.0
Mazda,10609.0,2,Mecánica,2011.0
Renault,130000.0,Twingo,Mecánica,2011.0
Renault,125829.0,Koleos,Mecánica,2011.0
Audi,36000.0,Q5,Automática,2011.0
Nissan,111111.0,Frontier,Mecánica,2011.0
Chevrolet,98000.0,AVEO EMOTION,Mecánica,2011.0
Kia,115000.0,Sportage,Mecánica,2011.0
Chevrolet,179000.0,Spark,Mecánica,2011.0
SEAT,60000.0,Leon,Automática,2011.0
JMC,142000.0,Boarding,Mecánica,2011.0
Ford,114843.0,Ecosport,Mecánica,2011.0
Chevrolet,93000.0,Captiva,Mecánica,2011.0
Mitsubishi,195000.0,L200 SPORTERO,Mecánica,2011.0
Volkswagen,87000.0,Gol,Mecánica,2011.0
Volkswagen,124500.0,Jetta,Mecánica,2011.0
Renault,126000.0,Twingo,Mecánica,2011.0
Chevrolet,82000.0,Captiva,Mecánica,2011.0
Toyota,192000.0,Fortuner,Mecánica,2011.0
Renault,134800.0,Logan,Mecánica,2011.0
Renault,87000.0,Twingo,Mecánica,2011.0
Volkswagen,116000.0,Jetta,Mecánica,2011.0
Renault,64000.0,Sandero,Mecánica,2011.0
Volvo,82000.0,S80,Automática,2011.0
Mercedes-Benz,298000.0,Sprinter,Mecánica,2011.0
Nissan,184000.0,Tiida,Automática,2011.0
Mitsubishi,210000.0,L200 SPORTERO,Mecánica,2011.0
Kia,96500.0,Cerato,Mecánica,2011.0
Nissan,154000.0,Sentra,Mecánica,2011.0
Renault,90000.0,Symbol,Mecánica,2011.0
Renault,175000.0,Logan,Mecánica,2011.0
Ssangyong,140000.0,Actyon,Mecánica,2011.0
Renault,126000.0,Clio,Automática,2011.0
Hyundai,67000.0,Genesis,Mecánica,2011.0
Chevrolet,104000.0,Chevrolet Spark,Mecánica,2011.0
Volkswagen,106500.0,Jetta,Mecánica,2011.0
Mazda,152000.0,3,Mecánica,2011.0
Ssangyong,69800.0,Actyon,Mecánica,2011.0
Zotye,129.0,Nomada,Mecánica,2011.0
Volkswagen,145713.0,Gol,Mecánica,2011.0
Hyundai,85000.0,Sonata,Automática,2011.0
Ford,10000.0,Mustang,Automática,2011.0
Chevrolet,1111.0,Spark GT,Mecánica,2011.0
Chevrolet,8800.0,2011,Automática,2011.0
Ford,107000.0,Fiesta,Mecánica,2011.0
Chevrolet,83000.0,Aveo,Mecánica,2011.0
Citroën,200000.0,Jumper,Mecánica,2011.0
Chevrolet,145000.0,Vitara,Mecánica,2011.0
Suzuki,20500.0,Grand Vitara,Mecánica,2011.0
Kia,118000.0,Carnival,Mecánica,2011.0
Hyundai,69000.0,Genesis,Mecánica,2011.0
Suzuki,157000.0,Vitara,Automática,2011.0
Renault,114000.0,Logan,Mecánica,2011.0
Mazda,9300.0,2,Mecánica,2011.0
Chevrolet,113000.0,Optra,Mecánica,2011.0
Chevrolet,120000.0,Cruze,Automática,2011.0
Mazda,130000.0,2,Automática,2011.0
Kia,128000.0,Sportage,Mecánica,2011.0
Nissan,90000.0,Sentra,Mecánica,2011.0
Mazda,108000.0,3,Mecánica,2011.0
Renault,145000.0,Logan,Mecánica,2011.0
Mazda,119992.0,3,Mecánica,2011.0
DFM/DFSK,90000.0,Van,Mecánica,2011.0
Hyundai,390000.0,2011,Mecánica,2011.0
Toyota,145000.0,Fortuner,Mecánica,2011.0
Peugeot,76000.0,RCZ,Automática,2011.0
Kia,132000.0,Picanto,Mecánica,2011.0
Renault,87000.0,Sandero,Mecánica,2011.0
Ford,120000.0,Ranger,Mecánica,2011.0
Dodge,119000.0,Journey,Mecánica,2011.0
Chevrolet,97295.0,Optra 1.6,Mecánica,2011.0
Renault,160000.0,Koleos,Mecánica,2011.0
Chevrolet,86000.0,Optra,Mecánica,2011.0
Nissan,273600.0,Frontier,Mecánica,2011.0
Nissan,144300.0,180-D,Mecánica,2011.0
Ford,96000.0,Fiesta,Mecánica,2011.0
Chevrolet,265000.0,D-Max,Mecánica,2011.0
Chevrolet,85355.0,AVEO EMOTION,Mecánica,2011.0
Kia,153000.0,Sorento,Mecánica,2011.0
Chevrolet,121.0,Spark GT,Mecánica,2011.0
Chevrolet,85000.0,Captiva,Mecánica,2011.0
Chevrolet,111000.0,2011,Mecánica,2011.0
Nissan,197000.0,Frontier,Mecánica,2011.0
Suzuki,136000.0,Grand Vitara,Mecánica,2011.0
Mitsubishi,148000.0,Nativa,Automática,2011.0
Kia,103500.0,CERATO KOUP,Mecánica,2011.0
Chevrolet,14159.0,Captiva,Mecánica,2011.0
Renault,135000.0,Twingo,Mecánica,2011.0
Chevrolet,130000.0,AVEO EMOTION,Mecánica,2011.0
Chevrolet,96000.0,Spark,Mecánica,2011.0
Kia,126000.0,Soul,Automática,2011.0
Toyota,124000.0,Fortuner,Automática,2011.0
Mazda,130000.0,BT-50,Mecánica,2011.0
Toyota,116000.0,Toyota,Mecánica,2011.0
Chevrolet,111500.0,Optra,Mecánica,2011.0
Renault,94017.0,Stepway,Mecánica,2011.0
Chevrolet,135000.0,Spark,Mecánica,2011.0
Toyota,136000.0,Hilux,Mecánica,2011.0
Chevrolet,89000.0,Aveo,Mecánica,2011.0
Audi,74000.0,A5,Automática,2011.0
Chevrolet,16000.0,2011,Mecánica,2011.0
Peugeot,76000.0,107,Mecánica,2011.0
Chevrolet,92000.0,Captiva,Automática,2011.0
Chevrolet,135300.0,Aveo,Mecánica,2011.0
Renault,110000.0,Stepway,Mecánica,2011.0
Renault,106000.0,Logan,Mecánica,2011.0
Ford,161000.0,Fiesta,Mecánica,2011.0
Toyota,60450.0,Fortuner,Mecánica,2011.0
Nissan,103000.0,Sentra,Automática,2011.0
Renault,159000.0,Logan,Mecánica,2011.0
Nissan,184000.0,X-Trail,Mecánica,2011.0
Toyota,145000.0,Prado,Automática,2011.0
Ford,131000.0,Escape,Automática,2011.0
Chevrolet,86617.0,Captiva,Automática,2011.0
Ford,88000.0,Escape,Automática,2011.0
BYD,101500.0,F0,Mecánica,2011.0
Mini,57000.0,Cooper S,Mecánica,2011.0
Dodge,118000.0,Journey,Automática,2011.0
SEAT,104.0,Leon,Mecánica,2011.0
Chevrolet,67000.0,AVEO FAMILY,Mecánica,2011.0
Renault,149800.0,Clio,Automática,2011.0
Chevrolet,427000.0,nhr,Mecánica,2011.0
Kia,119000.0,Sorento,Automática,2011.0
BMW,71724.0,X1,Automática,2011.0
Nissan,118000.0,Qashqai,Mecánica,2011.0
Alfa Romeo,74000.0,Giulietta,Mecánica,2011.0
Ford,93000.0,Edge,Automática,2011.0
Chevrolet,98000.0,Captiva,Mecánica,2011.0
Toyota,220.0,Prado,Mecánica,2011.0
Renault,212297.0,Logan,Mecánica,2011.0
Toyota,130000.0,Fortuner,Mecánica,2011.0
Chevrolet,65000.0,Captiva,Automática,2011.0
Honda,125625.0,CR-V,Automática,2011.0
Chevrolet,102000.0,Aveo,Mecánica,2011.0
Ford,130000.0,F-150,Automática,2011.0
Renault,130000.0,Logan,Mecánica,2011.0
Hyundai,88.0,Getz,Mecánica,2011.0
Nissan,1.0,Frontier,Mecánica,2011.0
Toyota,120000.0,Fj Cruiser,Automática,2011.0
Renault,115000.0,Logan,Mecánica,2011.0
Ford,117863.0,Ranger,Mecánica,2011.0
Renault,101000.0,Koleos,Mecánica,2011.0
Renault,10600.0,Sandero,Mecánica,2011.0
Skoda,46500.0,Yeti,Mecánica,2011.0
Audi,83000.0,A4,Automática,2011.0
Toyota,50000.0,Prado,Mecánica,2011.0
Chevrolet,73000.0,Captiva,Automática,2011.0
Chevrolet,83750.0,Captiva,Mecánica,2011.0
Ford,80000.0,Fusion,Automática,2011.0
Ford,103000.0,Fiesta,Mecánica,2011.0
Mazda,127300.0,2,Mecánica,2011.0
Chevrolet,91000.0,N200,Mecánica,2011.0
Volkswagen,220000.0,Transporter,Automática,2011.0
Chevrolet,406895.0,D-Max,Mecánica,2011.0
Mazda,25000.0,CX-7,Mecánica,2011.0
Hyundai,99000.0,TUCSON IX-35,Mecánica,2011.0
Renault,85000.0,Sandero,Mecánica,2011.0
Hyundai,41000.0,Getz,Mecánica,2011.0
Toyota,13500.0,Prado,Mecánica,2011.0
Renault,136.0,Koleos,Mecánica,2011.0
Renault,131000.0,Symbol,Mecánica,2011.0
Mazda,174000.0,BT-50,Mecánica,2011.0
Chevrolet,115000.0,AVEO EMOTION,Mecánica,2011.0
Volvo,92000.0,XC60,Automática,2011.0
Ford,92000.0,Fiesta,Mecánica,2011.0
Chevrolet,97000.0,Captiva,Mecánica,2011.0
Honda,182000.0,CR-V,Mecánica,2011.0
Ford,15600.0,Fiesta,Automática,2011.0
Volkswagen,134000.0,Jetta,Mecánica,2011.0
Mercedes-Benz,108500.0,Clase C,Mecánica,2011.0
Volkswagen,91000.0,Gol,Mecánica,2011.0
Chevrolet,155000.0,AVEO EMOTION,Mecánica,2011.0
Volkswagen,119000.0,Gol,Mecánica,2011.0
Renault,63000.0,Sandero,Mecánica,2011.0
Nissan,220000.0,Frontier,Mecánica,2011.0
Ford,108000.0,Escape,Automática,2011.0
Kia,87000.0,Cerato,Mecánica,2011.0
Mercedes-Benz,85000.0,Clase E,Automática,2011.0
Hyundai,136300.0,Tucson,Mecánica,2011.0
Renault,176000.0,2011,Mecánica,2011.0
Chevrolet,101000.0,Aveo,Mecánica,2011.0
Fiat,128900.0,Idea,Mecánica,2011.0
Hyundai,130000.0,Getz,Mecánica,2011.0
Dodge,108000.0,Journey,Mecánica,2011.0
Mazda,160300.0,2,Mecánica,2011.0
Renault,105000.0,Twingo,Mecánica,2011.0
Nissan,157000.0,Tiida Sedan,Mecánica,2011.0
Chevrolet,103000.0,Spark activ,Mecánica,2011.0
Mazda,128000.0,BT-50,Mecánica,2011.0
Toyota,130000.0,Prado,Automática,2011.0
Toyota,150000.0,TXL,Automática,2011.0
Chevrolet,133000.0,Spark,Mecánica,2011.0
Mazda,102000.0,2,Mecánica,2011.0
Renault,147000.0,Logan,Mecánica,2011.0
Chevrolet,2.0,AVEO EMOTION,Mecánica,2011.0
Nissan,121000.0,X-trail classic,Mecánica,2011.0
Volkswagen,149000.0,Jetta,Mecánica,2011.0
Ford,120000.0,2011 4X4 Automatica,Automática,2011.0
Dodge,97439.0,Journey,Automática,2011.0
Volkswagen,160000.0,Jetta,Mecánica,2011.0
Ford,113866.0,Edge,Automática,2011.0
Toyota,147000.0,Prado,Mecánica,2011.0
Hyundai,126000.0,i10,Mecánica,2011.0
Chevrolet,123300.0,Aveo,Mecánica,2011.0
Jeep,90000.0,Wrangler,Mecánica,2011.0
Nissan,181500.0,Navara,Mecánica,2011.0
Nissan,164000.0,X-Trail,Mecánica,2011.0
Kia,154288.0,CERATO FORTE,Automática,2011.0
Renault,112000.0,Logan,Mecánica,2011.0
Kia,125000.0,CERATO FORTE,Mecánica,2011.0
Ford,77067.0,Ecosport,Mecánica,2011.0
Toyota,150000.0,Fortuner,Automática,2011.0
Hyundai,62000.0,Accent,Mecánica,2011.0
SEAT,135000.0,Ibiza,Mecánica,2011.0
Chevrolet,91500.0,Spark GT,Mecánica,2011.0
Kia,114000.0,Sportage,Mecánica,2011.0
Kia,96500.0,Picanto,Mecánica,2011.0
Volvo,106000.0,XC60,Automática,2011.0
Chevrolet,14500.0,Captiva,Mecánica,2011.0
Mercedes-Benz,172000.0,ML,Automática,2011.0
Chevrolet,126650.0,Spark,Mecánica,2011.0
Nissan,97000.0,Sentra,Mecánica,2011.0
BMW,102000.0,Serie 5,Automática,2011.0
Hyundai,110000.0,TUCSON IX-35,Mecánica,2011.0
Lj 80,111111.0,2011,Mecánica,2011.0
Audi,118000.0,A4,Automática,2011.0
Chevrolet,106000.0,Cruze,Mecánica,2011.0
Renault,141000.0,Logan,Mecánica,2011.0
Renault,77000.0,Logan,Mecánica,2011.0
Toyota,109000.0,Fortuner,Mecánica,2011.0
Chevrolet,94.0,Captiva,Mecánica,2011.0
Volkswagen,98000.0,Tiguan,Mecánica,2011.0
Toyota,162000.0,Hilux,Mecánica,2011.0
Nissan,176000.0,D-22,Mecánica,2011.0
Peugeot,103000.0,207,Mecánica,2011.0
Mazda,126000.0,2,Mecánica,2011.0
Audi,105000.0,A4,Automática,2011.0
Kia,122000.0,CERATO KOUP,Mecánica,2011.0
Chevrolet,277000.0,Captiva,Mecánica,2011.0
Chevrolet,114000.0,Aveo,Mecánica,2011.0
Mazda,135000.0,CX-7,Mecánica,2011.0
Hyundai,61400.0,Getz,Mecánica,2011.0
Mazda,143000.0,BT-50,Mecánica,2011.0
Mitsubishi,134000.0,ASX,Mecánica,2011.0
BMW,65000.0,523,Automática,2011.0
Toyota,319000.0,Hilux,Mecánica,2011.0
Volvo,79500.0,XC60,Automática,2011.0
Mazda,130000.0,2,Mecánica,2011.0
Audi,81000.0,Q7,Automática,2011.0
Chevrolet,76520.0,AVEO EMOTION,Mecánica,2011.0
Peugeot,127018.0,207,Mecánica,2011.0
Hyundai,135400.0,Accent,Mecánica,2011.0
Nissan,136000.0,D-22,Mecánica,2011.0
Ford,114000.0,Fiesta,Automática,2011.0
Renault,92000.0,Logan,Mecánica,2011.0
Ssangyong,120000.0,Actyon,Mecánica,2011.0
Chevrolet,105.0,Aveo,Mecánica,2011.0
Hyundai,124000.0,I30,Mecánica,2011.0
Nissan,88950.0,Tiida,Mecánica,2011.0
Chevrolet,125000.0,AVEO EMOTION,Automática,2011.0
Renault,112313.0,Logan,Mecánica,2011.0
Suzuki,205000.0,Grand Vitara,Mecánica,2011.0
BMW,153000.0,Serie 3,Automática,2011.0
Kia,134000.0,Rio,Mecánica,2011.0
Chevrolet,71000.0,Cruze,Mecánica,2011.0
Nissan,172000.0,Navara,Mecánica,2011.0
Peugeot,120000.0,207,Mecánica,2011.0
Peugeot,72135.0,207,Mecánica,2011.0
Nissan,116440.0,Frontier,Mecánica,2011.0
Nissan,88000.0,Tiida,Mecánica,2011.0
Daihatsu,135000.0,Sirion,Mecánica,2011.0
Toyota,87000.0,Hilux,Mecánica,2011.0
Toyota,157000.0,Hilux,Mecánica,2011.0
Nissan,273355.0,Urvan,Automática,2011.0
Renault,122000.0,Megane 2,Mecánica,2011.0
Chevrolet,124000.0,Spark,Mecánica,2011.0
Kia,104000.0,2011,Mecánica,2011.0
Renault,144457.0,Logan,Mecánica,2011.0
Nissan,116000.0,Tiida,Automática,2011.0
Volkswagen,120000.0,Jetta,Mecánica,2011.0
Kia,113000.0,Sportage,Mecánica,2011.0
Audi,70000.0,TT,Automática,2011.0
Mazda,136000.0,BT-50,Mecánica,2011.0
Renault,96500.0,Twingo,Mecánica,2011.0
Kia,65901.0,Picanto,Mecánica,2011.0
Renault,11254.0,Logan,Mecánica,2011.0
Ford,92000.0,Fiesta,Automática,2011.0
Nissan,123500.0,Frontier,Mecánica,2011.0
Dodge,166000.0,Ram,Automática,2011.0
Mazda,110000.0,CX-7,Mecánica,2011.0
Chevrolet,160500.0,D-Max,Mecánica,2011.0
Renault,102000.0,Twingo,Mecánica,2011.0
Kia,120000.0,CERATO FORTE,Mecánica,2011.0
Chevrolet,72000.0,Optra,Mecánica,2011.0
Toyota,160000.0,Corolla,Mecánica,2011.0
Kia,160000.0,CERATO FORTE,Mecánica,2011.0
Toyota,75000.0,Fortuner,Mecánica,2011.0
Renault,91000.0,Logan,Mecánica,2011.0
Fiat,90000.0,500,Mecánica,2011.0
Kia,78000.0,Sportage,Mecánica,2011.0
Kia,145000.0,Rio,Mecánica,2011.0
Toyota,152357.0,Fortuner,Mecánica,2011.0
Ford,137000.0,Escape,Automática,2011.0
Chevrolet,110000.0,Captiva,Mecánica,2011.0
Fiat,101000.0,Strada,Mecánica,2011.0
Chevrolet,109000.0,Aveo,Mecánica,2011.0
Chevrolet,132000.0,Aveo,Mecánica,2011.0
Toyota,111135.0,Fortuner,Automática,2011.0
Chevrolet,132300.0,LUV D-MAX,Mecánica,2011.0
Hyundai,94000.0,Getz,Mecánica,2011.0
Nissan,198000.0,Frontier,Mecánica,2011.0
Audi,121000.0,Q5,Automática,2011.0
Volkswagen,92000.0,2011,Mecánica,2011.0
Fiat,90000.0,500,Mecánica,2011.0
Renault,102000.0,Twingo,Mecánica,2011.0
Ford,99400.0,Fiesta,Automática,2011.0
Chevrolet,146000.0,Captiva,Mecánica,2011.0
Renault,103456.0,Koleos,Mecánica,2011.0
Citroën,99500.0,C3,Mecánica,2011.0
Ford,10188.0,Fiesta,Automática,2011.0
Jeep,98000.0,Compass,Automática,2011.0
Renault,114000.0,Twingo,Mecánica,2011.0
Ford,130000.0,Fiesta,Mecánica,2011.0
Citroën,63000.0,C3,Mecánica,2011.0
Toyota,130000.0,Fortuner,Mecánica,2011.0
Mazda,137701.0,2,Mecánica,2011.0
Toyota,490000.0,Hilux,Mecánica,2011.0
Chevrolet,140000.0,Spark GT,Mecánica,2011.0
Mazda,136000.0,2,Mecánica,2011.0
Fiat,217000.0,Strada,Mecánica,2011.0
Renault,90000.0,Logan,Mecánica,2011.0
Mazda,84000.0,2,Mecánica,2011.0
Chevrolet,120000.0,Cruze,Mecánica,2011.0
Chevrolet,87000.0,Aveo,Mecánica,2011.0
Kia,142000.0,Carens,Mecánica,2011.0
Hyundai,104000.0,Getz,Mecánica,2011.0
Ford,168200.0,Ranger,Mecánica,2011.0
Kia,111300.0,Rio,Mecánica,2011.0
Chevrolet,116000.0,Cruze,Mecánica,2011.0
Renault,76214.0,Twingo,Mecánica,2011.0
Toyota,165000.0,Fortuner,Automática,2011.0
Ford,115600.0,Fiesta,Automática,2011.0
Chevrolet,108000.0,Captiva,Mecánica,2011.0
Chevrolet,132000.0,Spark GT,Mecánica,2011.0
Renault,134500.0,Koleos,Mecánica,2011.0
Renault,141000.0,Stepway,Mecánica,2011.0
Chevrolet,111900.0,Captiva,Mecánica,2011.0
Renault,144000.0,Logan,Mecánica,2011.0
Mazda,162000.0,3,Mecánica,2011.0
Kia,123000.0,Sportage,Mecánica,2011.0
Toyota,17500.0,Hilux,Mecánica,2011.0
Peugeot,72000.0,207,Mecánica,2011.0
Renault,97000.0,Symbol,Mecánica,2011.0
Nissan,125000.0,Tiida,Automática,2011.0
Chevrolet,95630.0,Captiva,Mecánica,2011.0
Ford,80000.0,F-150,Automática,2011.0
Chevrolet,134.0,Captiva,Mecánica,2011.0
Peugeot,94850.0,207,Mecánica,2011.0
Chevrolet,77400.0,Aveo,Mecánica,2011.0
Volkswagen,98000.0,Jetta,Mecánica,2011.0
Suzuki,118000.0,Grand Vitara,Mecánica,2011.0
Ford,140504.0,Fiesta,Automática,2011.0
Mazda,79000.0,2,Mecánica,2011.0
Nissan,187000.0,Navara LE DC 4x4 AUT,Automática,2011.0
Kia,92700.0,CERATO KOUP,Mecánica,2011.0
Mazda,101000.0,3,Mecánica,2011.0
Renault,98000.0,Stepway,Mecánica,2011.0
Nissan,95000.0,Tiida HB mecánico,Mecánica,2011.0
Renault,55337.0,Twingo,Mecánica,2011.0
Ford,100000.0,Escape,Automática,2011.0
Chevrolet,156000.0,Captiva,Mecánica,2011.0
Mazda,143000.0,2,Automática,2011.0
Volkswagen,124000.0,Tiguan,Mecánica,2011.0
Nissan,223300.0,Frontier,Mecánica,2011.0
Fiat,109900.0,Palio,Mecánica,2011.0
Chevrolet,138100.0,Aveo,Mecánica,2011.0
Renault,207000.0,Scala,Mecánica,2011.0
Mazda,128000.0,2,Mecánica,2011.0
Chevrolet,108600.0,Captiva,Mecánica,2011.0
Renault,72000.0,Logan,Mecánica,2011.0
Toyota,119000.0,Corolla,Mecánica,2011.0
Zotye,130000.0,Nomada,Mecánica,2011.0
Chevrolet,78000.0,Captiva Sport,Automática,2011.0
Ford,222000.0,Ranger,Mecánica,2011.0
Volkswagen,101700.0,Jetta,Mecánica,2011.0
Zotye,170000.0,2011,Mecánica,2011.0
Renault,117000.0,Logan,Mecánica,2011.0
Toyota,126000.0,Fortuner,Mecánica,2011.0
Renault,123000.0,Stepway,Mecánica,2011.0
Nissan,123045.0,Sentra,Automática,2011.0
Chevrolet,103400.0,LUV,Mecánica,2011.0
Renault,120000.0,Logan,Mecánica,2011.0
Kia,137000.0,Sorento,Mecánica,2011.0
BMW,62000.0,M3,Automática,2011.0
Chevrolet,151900.0,Aveo,Mecánica,2011.0
Chevrolet,158000.0,Captiva,Mecánica,2011.0
Renault,88000.0,Clio,Mecánica,2011.0
Chevrolet,105000.0,Captiva,Mecánica,2011.0
Kia,129202.0,Sorento,Mecánica,2011.0
Chevrolet,149200.0,Aveo Family,Mecánica,2011.0
Ford,135000.0,Fiesta,Mecánica,2011.0
Chevrolet,125000.0,Captiva,Mecánica,2011.0
Volkswagen,99800.0,Tiguan,Mecánica,2011.0
Volkswagen,114000.0,Jetta,Mecánica,2011.0
Chevrolet,109000.0,Aveo,Mecánica,2011.0
Toyota,106000.0,Corolla,Mecánica,2011.0
Chevrolet,133000.0,2011,Mecánica,2011.0
Mazda,96000.0,3,Mecánica,2011.0
Renault,63800.0,Sandero,Mecánica,2011.0
Nissan,69800.0,Tiida,Mecánica,2011.0
Audi,66500.0,A4,Automática,2011.0
Kia,104000.0,Sportage,Mecánica,2011.0
Toyota,99000.0,Fortuner,Mecánica,2011.0
Peugeot,129900.0,308,Mecánica,2011.0
Chevrolet,106000.0,Aveo,Mecánica,2011.0
Renault,127000.0,Logan,Mecánica,2011.0
Hyundai,750000.0,Starex,Mecánica,2011.0
Chevrolet,115318.0,Spark GO,Mecánica,2011.0
Toyota,110000.0,Prado,Mecánica,2011.0
Nissan,103000.0,Tiida,Mecánica,2011.0
Chevrolet,97000.0,Aveo,Mecánica,2011.0
Kia,117525.0,CERATO FORTE,Mecánica,2011.0
Audi,86500.0,A6,Automática,2011.0
Volkswagen,95000.0,Jetta,Mecánica,2011.0
Mitsubishi,159021.0,L200 SPORTERO,Mecánica,2011.0
Mazda,97500.0,3,Mecánica,2011.0
Nissan,96100.0,Tiida,Mecánica,2011.0
Foton,100.0,Mini Truck,Mecánica,2011.0
Renault,178700.0,Symbol,Mecánica,2011.0
Dodge,115000.0,SLT CREW CAB,Automática,2011.0
Toyota,167690.0,Hilux,Mecánica,2011.0
Kia,139021.0,CERATO FORTE,Mecánica,2011.0
Nissan,285000.0,D-22,Mecánica,2011.0
Nissan,146000.0,Frontier,Mecánica,2011.0
Volkswagen,96000.0,Jetta,Mecánica,2011.0
Toyota,197000.0,Hilux,Mecánica,2011.0
Chevrolet,145527.0,Aveo,Automática,2011.0
Ford,105083.0,Explorer,Automática,2011.0
Ford,88000.0,Ecosport,Mecánica,2011.0
Suzuki,146736.0,Grand Vitara,Mecánica,2011.0
Toyota,114000.0,Fortuner,Mecánica,2011.0
Renault,98000.0,Twingo,Mecánica,2011.0
Chevrolet,169000.0,Captiva,Mecánica,2011.0
Ford,98600.0,Fiesta,Automática,2011.0
Chevrolet,104000.0,Captiva,Automática,2011.0
Renault,112769.0,Symbol,Mecánica,2011.0
Mazda,62500.0,2,Mecánica,2011.0
Hyundai,127000.0,TUCSON IX-35,Mecánica,2011.0
Renault,140000.0,Symbol,Mecánica,2011.0
Fiat,136350.0,Palio,Mecánica,2011.0
BMW,53500.0,Serie 1,Mecánica,2011.0
Jeep,111500.0,Grand Cherokee,Automática,2011.0
Jeep,111500.0,Grand Cherokee,Automática,2011.0
Chevrolet,172000.0,Vitara,Mecánica,2011.0
Toyota,230000.0,Hilux,Mecánica,2011.0
Porsche,54000.0,Panamera,Automática,2011.0
Chevrolet,99000.0,Spark,Mecánica,2011.0
Toyota,185000.0,4Runner,Automática,2011.0
Toyota,175000.0,Prado,Automática,2011.0
Renault,134000.0,Logan,Mecánica,2011.0
Chevrolet,120000.0,Captiva,Automática,2011.0
BMW,43000.0,Serie 1,Automática,2011.0
BMW,101000.0,Serie 3,Automática,2011.0
BMW,108700.0,X3,Automática,2011.0
Mini,57000.0,Cooper,Mecánica,2011.0
Volkswagen,257850.0,Transporter,Mecánica,2011.0
Dodge,130064.0,Ram,Automática,2011.0
Chevrolet,135000.0,Cruze,Mecánica,2011.0
Chevrolet,88000.0,Aveo Family,Mecánica,2011.0
Renault,100000.0,Twingo,Mecánica,2011.0
Audi,100000.0,Q7,Automática,2011.0
Ford,10822.0,Mustang,Automática,2011.0
Fiat,113000.0,Palio,Mecánica,2011.0
Hyundai,143000.0,TUCSON IX-35,Automática,2011.0
Honda,172000.0,Pilot,Automática,2011.0
BMW,106300.0,Serie 1,Mecánica,2011.0
Kia,96052.0,Sorento,Automática,2011.0
Ford,98000.0,Escape,Automática,2011.0
Ford,110000.0,Escape,Automática,2011.0
Chevrolet,72000.0,Captiva,Mecánica,2011.0
Citroën,95609.0,C3,Mecánica,2011.0
Land Rover,105000.0,Discovery,Automática,2011.0
Volkswagen,191000.0,Amarok,Mecánica,2011.0
Renault,68000.0,Scala,Automática,2011.0
Renault,89300.0,Clio,Automática,2011.0
Chevrolet,100000.0,AVEO EMOTION,Mecánica,2011.0
Mitsubishi,160000.0,ASX,Mecánica,2011.0
Mercedes-Benz,109000.0,Clase B,Mecánica,2011.0
Hyundai,79000.0,Genesis,Mecánica,2011.0
Chevrolet,95000.0,AVEO EMOTION,Mecánica,2011.0
Mini,53000.0,Countryman,Mecánica,2011.0
Ssangyong,81178.0,Actyon,Mecánica,2011.0
Skoda,155000.0,Fabia,Mecánica,2011.0
Toyota,131000.0,Prado,Mecánica,2011.0
Kia,96000.0,CERATO PRO,Mecánica,2011.0
Ford,219000.0,Ranger,Mecánica,2011.0
Renault,115000.0,Koleos,Mecánica,2011.0
Mercedes-Benz,70000.0,Clase C,Automática,2011.0
Kia,138000.0,Rio,Mecánica,2011.0
Porsche,125000.0,Cayenne,Automática,2011.0
Chevrolet,160000.0,Captiva,Mecánica,2011.0
Ford,148000.0,F-150,Automática,2011.0
Toyota,119000.0,Fortuner,Automática,2011.0
Jeep,74000.0,Wrangler,Mecánica,2011.0
Honda,157000.0,Pilot,Automática,2011.0
BMW,136000.0,Serie 3,Mecánica,2011.0
Audi,92000.0,A6,Automática,2011.0
Volvo,56500.0,S80,Automática,2011.0
Toyota,105000.0,Fortuner,Automática,2011.0
Kia,98000.0,Sportage,Mecánica,2011.0
Renault,64000.0,Twingo,Mecánica,2011.0
Toyota,101000.0,4Runner,Automática,2011.0
Toyota,999999.0,Hilux,Mecánica,2011.0
Volkswagen,80500.0,Jetta,Automática,2011.0
Volkswagen,68500.0,Crossfox,Mecánica,2011.0
Chevrolet,79416.0,Cruze Platinum,Automática,2011.0
Kia,169000.0,Sorento,Mecánica,2011.0
Honda,63000.0,Civic,Automática,2011.0
Volkswagen,34900.0,Jetta,Mecánica,2011.0
Nissan,113000.0,Navara,Mecánica,2011.0
Kia,98300.0,Sportage,Mecánica,2011.0
Kia,116000.0,Sportage,Automática,2011.0
Nissan,114180.0,X-Trail,Mecánica,2011.0
Mazda,94693.0,2,Mecánica,2011.0
Mercedes-Benz,53300.0,Clase C,Automática,2011.0
BMW,98000.0,Serie 3,Automática,2011.0
Mazda,24000.0,Miata Mx5,Automática,2011.0
Kia,139700.0,Picanto,Mecánica,2011.0
