brand,kilometers,model,transmission,year
172,240000.0,800,3,2012.0
74,65000.0,253,1,2012.0
50,97228.0,609,1,2012.0
50,120000.0,1179,3,2012.0
130,156000.0,704,3,2012.0
145,103000.0,1297,3,2012.0
25,96000.0,281,3,2012.0
50,108000.0,678,3,2012.0
89,25000.0,1193,3,2012.0
180,103000.0,843,1,2012.0
8,71200.0,1317,3,2012.0
74,107000.0,1434,3,2012.0
25,73700.0,1505,1,2012.0
43,82000.0,577,1,2012.0
49,112000.0,190,3,2012.0
25,102700.0,281,3,2012.0
74,98400.0,1510,3,2012.0
89,103000.0,1380,3,2012.0
172,157537.0,1116,3,2012.0
180,127000.0,753,3,2012.0
145,80500.0,1516,3,2012.0
130,98000.0,1552,1,2012.0
172,136000.0,1116,1,2012.0
72,103000.0,93,3,2012.0
117,173000.0,312,3,2012.0
72,96300.0,382,1,2012.0
43,66000.0,850,1,2012.0
125,82000.0,506,3,2012.0
72,82000.0,459,1,2012.0
165,22900.0,848,3,2018.0
145,42000.0,1288,3,2018.0
50,81400.0,639,1,2018.0
117,62275.0,397,1,2018.0
25,62792.0,1427,3,2018.0
82,12400.0,644,1,2018.0
145,33000.0,1395,3,2018.0
117,24473.0,397,1,2018.0
8,10500.0,953,1,2018.0
172,98000.0,1116,1,2018.0
8,34350.0,199,1,2018.0
34,27200.0,338,3,2018.0
130,62000.0,704,1,2018.0
145,54000.0,578,1,2018.0
82,22500.0,591,1,2018.0
128,39082.0,1004,1,2018.0
172,35000.0,912,3,2018.0
184,32540.0,1623,1,2018.0
89,41029.0,1193,3,2018.0
172,55000.0,1116,1,2018.0
25,42000.0,1072,1,2018.0
82,14000.0,644,1,2018.0
3,39400.0,1211,1,2018.0
145,62238.0,1395,3,2018.0
25,29600.0,1503,1,2018.0
50,37948.0,639,1,2018.0
117,29000.0,136,3,2018.0
172,66600.0,1116,1,2018.0
145,60000.0,1288,3,2018.0
145,51000.0,578,1,2018.0
25,32000.0,1284,3,2018.0
25,43000.0,1499,1,2018.0
25,43000.0,1499,1,2018.0
130,36000.0,870,1,2018.0
172,55900.0,800,1,2018.0
145,52000.0,1395,3,2018.0
3,45000.0,1135,1,2018.0
50,35000.0,634,1,2018.0
25,44400.0,1023,3,2018.0
3,19407.0,243,1,2018.0
172,43250.0,1164,1,2018.0
25,46155.0,1270,3,2018.0
165,98700.0,1559,1,2018.0
172,91000.0,1164,1,2018.0
145,84650.0,1288,3,2012.0
130,97548.0,972,3,2018.0
145,142000.0,872,1,2012.0
8,33200.0,1315,1,2012.0
8,55000.0,953,1,2012.0
2,38000.0,749,3,2012.0
123,32074.0,472,1,2012.0
184,101000.0,1623,1,2012.0
184,82000.0,1218,1,2012.0
25,148000.0,1031,3,2012.0
22,138000.0,1457,3,2012.0
89,85000.0,1082,1,2012.0
123,102741.0,481,1,2012.0
172,95000.0,691,1,2012.0
145,145000.0,932,3,2012.0
180,152000.0,528,3,2012.0
8,57000.0,1320,1,2012.0
130,118200.0,1460,1,2012.0
25,36000.0,1503,1,2012.0
145,138000.0,932,3,2012.0
128,142000.0,1041,3,2012.0
43,79000.0,850,3,2012.0
74,98400.0,1434,3,2012.0
125,98400.0,506,3,2012.0
172,131000.0,1116,1,2012.0
128,98000.0,1382,1,2012.0
25,97600.0,1503,1,2012.0
172,156000.0,181,1,2012.0
25,125000.0,281,3,2012.0
145,97534.0,1395,3,2012.0
180,145000.0,1459,1,2012.0
123,50000.0,355,1,2012.0
25,90556.21355944383,1116,3,2012.612294758021
72,98200.0,681,3,2012.0
50,125000.0,678,1,2012.0
180,88000.0,1459,1,2012.0
117,160000.0,312,3,2012.0
130,80000.0,1307,3,2012.0
83,90000.0,763,1,2012.0
43,32000.0,850,1,2012.0
8,25000.0,1317,1,2012.0
50,69000.0,678,1,2012.0
117,115000.0,399,1,2012.0
89,98000.0,1193,3,2012.0
25,103000.0,409,3,2012.0
25,92000.0,409,3,2012.0
145,68800.0,1288,3,2012.0
172,76391.0,1473,1,2018.0
157,38000.0,875,1,2018.0
25,43800.0,1336,1,2018.0
3,45000.0,1135,1,2018.0
25,66000.0,1503,1,2018.0
50,59500.0,634,1,2018.0
145,35988.0,1395,1,2018.0
89,38141.0,1106,3,2018.0
89,38000.0,1106,3,2018.0
130,90000.0,704,1,2018.0
128,36685.0,1004,1,2018.0
130,69000.0,1307,1,2018.0
145,49000.0,1395,3,2018.0
172,83000.0,691,1,2018.0
49,28548.0,1397,3,2018.0
25,18500.0,1072,3,2018.0
117,9000.0,988,1,2018.0
180,52000.0,843,1,2018.0
165,43823.0,620,3,2018.0
172,30000.0,181,1,2018.0
89,43302.0,1193,3,2018.0
8,3900.0,1610,1,2018.0
89,42000.0,1193,3,2018.0
180,65000.0,268,3,2018.0
58,106000.0,279,3,2018.0
123,13600.0,461,1,2018.0
165,58891.0,1559,1,2018.0
25,12950.0,1072,3,2018.0
145,44000.0,578,3,2018.0
145,43898.0,932,1,2018.0
117,57516.0,397,1,2018.0
180,32000.0,753,3,2018.0
130,67000.0,870,1,2018.0
117,55000.0,397,1,2018.0
130,55000.0,1552,3,2018.0
123,20400.0,461,1,2018.0
145,44400.0,1395,3,2018.0
150,44000.0,924,1,2018.0
89,14000.0,1193,3,2018.0
180,80000.0,753,3,2018.0
123,24000.0,464,1,2018.0
25,42000.0,1072,3,2018.0
180,7000.0,528,3,2018.0
50,144000.0,1179,3,2018.0
130,41750.0,870,1,2018.0
89,104000.0,1193,3,2012.0
123,40943.0,472,1,2012.0
8,72500.0,1317,1,2012.0
141,105000.0,422,1,2012.0
117,118000.0,312,3,2012.0
50,80000.0,633,1,2012.0
50,80000.0,633,1,2012.0
145,78112.0,1395,3,2012.0
89,70000.0,1193,3,2012.0
8,70064.0,1317,3,2012.0
123,102000.0,464,1,2012.0
180,115000.0,1040,1,2012.0
117,94000.0,136,3,2012.0
25,118600.0,1503,3,2012.0
184,102000.0,347,3,2012.0
25,114000.0,409,1,2012.0
172,86000.0,1116,3,2012.0
137,102000.0,108,3,2012.0
25,88000.0,250,3,2012.0
50,142000.0,606,1,2012.0
145,156500.0,872,3,2012.0
157,100000.0,257,3,2012.0
172,151000.0,912,1,2012.0
130,119200.0,1042,3,2012.0
172,130000.0,691,3,2012.0
25,94587.0,409,1,2012.0
3,82000.0,234,1,2012.0
157,110000.0,875,1,2012.0
130,118800.0,1105,1,2012.0
172,179000.0,800,3,2012.0
50,99000.0,678,1,2012.0
25,116000.0,281,3,2012.0
74,86000.0,811,3,2012.0
25,178000.0,1416,1,2012.0
145,95147.0,872,1,2012.0
150,112000.0,263,3,2012.0
83,103300.0,1585,1,2012.0
3,84000.0,236,1,2012.0
25,90556.21355944383,1116,3,2012.612294758021
172,105000.0,800,1,2012.0
72,80000.0,459,1,2012.0
25,116000.0,409,1,2012.0
117,91000.0,70,1,2012.0
74,102000.0,253,3,2012.0
25,100438.0,409,1,2012.0
130,39400.0,1552,1,2018.0
50,24500.0,678,1,2018.0
25,27200.0,1481,1,2018.0
49,52588.0,1397,3,2018.0
180,70000.0,753,1,2018.0
130,44000.0,704,3,2018.0
25,45000.0,1072,1,2018.0
89,41360.0,1380,1,2018.0
180,16400.0,753,3,2018.0
25,24500.0,1354,3,2018.0
184,14500.0,1626,1,2018.0
117,65000.0,733,1,2018.0
25,41000.0,1072,3,2018.0
25,49500.0,1072,3,2018.0
89,40000.0,1193,3,2018.0
165,48000.0,1407,3,2018.0
180,24961.0,753,3,2018.0
145,18100.0,1395,1,2018.0
25,36800.0,1072,1,2018.0
172,58910.0,181,1,2018.0
145,57000.0,865,3,2018.0
89,68385.0,1193,1,2018.0
117,48001.0,397,1,2018.0
25,26800.0,619,1,2018.0
145,26000.0,932,1,2018.0
25,36633.0,1072,1,2018.0
123,21800.0,464,1,2018.0
117,58000.0,70,1,2018.0
180,48766.0,753,3,2018.0
8,46000.0,1320,1,2018.0
115,5700.0,758,1,2018.0
50,46530.0,622,1,2018.0
165,44010.0,265,3,2018.0
117,50000.0,99,1,2018.0
25,32631.0,1362,3,2018.0
50,31215.0,678,1,2018.0
130,78226.0,1307,1,2018.0
130,102829.0,704,1,2018.0
180,45820.0,1570,1,2018.0
180,39433.0,1570,1,2018.0
172,102000.0,1116,1,2018.0
123,33900.0,482,1,2018.0
145,62500.0,1395,3,2018.0
165,66527.0,1559,3,2018.0
25,85290.0,619,1,2018.0
145,29725.0,1395,3,2018.0
89,72224.0,1193,3,2018.0
172,100000.0,1723,1,2012.0
25,82900.0,250,3,2012.0
130,91000.0,1591,3,2012.0
141,76000.0,422,1,2012.0
25,105993.0,281,3,2012.0
43,65180.0,1174,1,2012.0
8,73000.0,1610,1,2012.0
184,103600.0,1623,1,2012.0
123,68000.0,475,1,2012.0
3,80000.0,242,1,2012.0
180,110000.0,843,3,2012.0
117,84000.0,312,3,2012.0
25,191162.0,544,3,2012.0
25,92000.0,1083,3,2012.0
83,110000.0,1585,3,2012.0
123,102000.0,464,1,2012.0
123,40584.0,472,1,2012.0
123,89000.0,464,3,2012.0
43,76587.0,850,1,2012.0
130,169840.0,1591,1,2012.0
25,131000.0,1362,3,2012.0
11,88472.0,650,3,2012.0
154,52000.0,672,3,2012.0
50,180000.0,609,1,2012.0
89,230000.0,1193,3,2012.0
130,116150.0,1460,1,2012.0
130,170000.0,704,3,2012.0
50,84000.0,609,1,2012.0
193,84000.0,1062,3,2012.0
8,124000.0,1600,1,2012.0
74,84700.0,612,1,2012.0
128,118000.0,881,3,2012.0
172,130000.0,691,3,2012.0
25,43000.0,281,3,2012.0
89,126000.0,1380,1,2012.0
172,130000.0,1116,3,2012.0
145,99435.0,932,3,2012.0
89,116379.0,1082,1,2012.0
123,60400.0,490,1,2012.0
130,98000.0,1552,1,2012.0
130,132000.0,1042,3,2012.0
125,92000.0,506,3,2012.0
89,100000.0,417,1,2012.0
50,129000.0,678,1,2012.0
172,102500.0,691,1,2012.0
130,33000.0,972,3,2018.0
8,25000.0,1600,1,2018.0
25,24925.0,532,1,2018.0
172,54183.0,800,1,2018.0
123,33832.0,479,1,2018.0
89,21044.0,1106,3,2018.0
89,37463.0,1106,1,2018.0
184,34553.0,1623,1,2018.0
123,45612.0,477,1,2018.0
180,9100.0,843,1,2018.0
172,68900.0,1164,1,2018.0
180,37685.0,753,3,2018.0
145,56000.0,1288,1,2018.0
117,27999.0,400,1,2018.0
145,37353.0,932,1,2018.0
145,66332.0,578,3,2018.0
172,30000.0,1116,1,2018.0
50,40854.0,678,1,2018.0
180,37000.0,316,3,2018.0
145,48282.0,932,3,2018.0
180,48406.0,753,3,2018.0
145,52625.0,932,3,2018.0
145,34753.0,1395,3,2018.0
25,26846.0,1072,3,2018.0
117,31000.0,136,1,2018.0
145,33523.0,578,1,2018.0
128,70000.0,1004,1,2018.0
89,75865.0,1106,3,2018.0
172,35000.0,800,3,2018.0
123,23600.0,464,1,2018.0
145,59000.0,1288,3,2018.0
89,36117.0,1106,3,2018.0
50,34000.0,634,1,2018.0
25,44838.0,1068,1,2018.0
49,23900.0,193,1,2018.0
34,31900.0,338,3,2018.0
145,62786.0,578,3,2018.0
25,86995.0,1261,3,2018.0
180,35035.0,753,3,2018.0
50,36000.0,709,1,2018.0
123,43000.0,477,1,2018.0
123,12000.0,464,1,2018.0
43,40000.0,831,1,2018.0
123,42672.0,718,1,2018.0
165,91080.0,848,3,2018.0
117,43592.0,136,1,2018.0
172,74000.0,1164,1,2018.0
8,140000.0,1610,1,2012.0
89,120000.0,361,3,2012.0
83,90000.0,763,1,2012.0
180,93183.0,843,3,2012.0
172,108000.0,807,1,2012.0
8,35000.0,1317,1,2012.0
41,91000.0,1449,3,2012.0
74,108000.0,253,3,2012.0
3,91000.0,236,3,2012.0
49,134582.0,190,3,2012.0
89,119200.0,1351,3,2012.0
172,96000.0,1116,3,2012.0
89,126640.0,1380,3,2012.0
89,99800.0,1380,3,2012.0
83,110220.0,763,1,2012.0
50,69000.0,678,1,2012.0
50,125500.0,639,1,2012.0
50,112000.0,639,1,2012.0
89,91372.0,1380,1,2012.0
130,134500.0,1042,1,2012.0
72,110500.0,459,1,2012.0
180,85000.0,843,1,2012.0
172,135500.0,1116,1,2012.0
50,108000.0,678,1,2012.0
145,96000.0,1516,3,2012.0
123,69000.0,127,1,2012.0
130,182000.0,1552,1,2012.0
50,103000.0,639,1,2012.0
8,61000.0,953,1,2012.0
145,392000.0,976,3,2012.0
34,56500.0,557,1,2012.0
130,90000.0,1460,3,2012.0
25,115000.0,905,3,2012.0
63,91000.0,1583,3,2012.0
157,130000.0,875,1,2012.0
172,121500.0,1116,1,2012.0
50,89000.0,609,1,2012.0
172,178000.0,800,1,2012.0
180,84162.0,843,3,2012.0
145,137500.0,684,3,2012.0
104,96000.0,740,1,2012.0
130,106000.0,1307,3,2012.0
72,92000.0,382,1,2012.0
130,88900.0,1460,1,2012.0
25,121800.0,281,3,2012.0
172,35011.0,1116,1,2018.0
137,50000.0,86,1,2018.0
145,46842.0,1395,3,2018.0
50,30000.0,622,1,2018.0
117,9667.0,988,1,2018.0
3,22000.0,241,1,2018.0
50,20000.0,639,1,2018.0
161,38000.0,1635,1,2018.0
184,50800.0,1626,1,2018.0
25,49000.0,619,1,2018.0
49,41400.0,193,1,2018.0
180,17600.0,753,3,2018.0
8,12900.0,1318,1,2018.0
172,62900.0,1116,1,2018.0
25,111514.0,499,1,2018.0
172,94000.0,99,1,2018.0
117,41000.0,70,1,2018.0
145,19085.0,932,3,2018.0
3,26300.0,1135,1,2018.0
165,36000.0,1407,3,2018.0
145,26753.0,932,3,2018.0
8,19210.0,1600,1,2018.0
184,23000.0,1623,1,2018.0
180,34900.0,843,1,2018.0
83,32964.0,1585,1,2018.0
25,82908.0,1362,3,2018.0
172,43361.0,691,1,2018.0
180,52130.0,1570,3,2018.0
128,68000.0,1004,1,2018.0
145,33000.0,414,3,2018.0
25,92500.0,1023,3,2018.0
145,44200.0,1395,3,2018.0
25,26088.0,499,1,2018.0
145,60800.0,932,3,2018.0
25,66000.0,1481,1,2018.0
145,69970.0,865,3,2018.0
123,24735.0,479,1,2018.0
89,49000.0,1106,3,2018.0
8,32400.0,1606,1,2018.0
172,32900.0,691,1,2018.0
130,78550.0,704,3,2018.0
25,67400.0,1336,1,2018.0
180,71400.0,1459,1,2018.0
89,32000.0,1193,1,2018.0
145,73790.0,578,3,2018.0
25,49990.0,1362,3,2018.0
123,32000.0,464,1,2018.0
130,107000.0,1591,3,2012.0
145,152600.0,932,3,2012.0
80,145000.0,1185,3,2012.0
74,56750.0,1291,1,2012.0
130,163908.0,704,3,2012.0
180,90000.0,528,3,2012.0
172,153000.0,1116,1,2012.0
172,166600.0,1116,1,2012.0
130,78083.0,1591,3,2012.0
3,62500.0,1139,1,2012.0
130,84000.0,704,3,2012.0
123,95000.0,481,1,2012.0
25,187000.0,544,3,2012.0
172,61100.0,691,1,2012.0
172,145000.0,1116,1,2012.0
50,92000.0,609,1,2012.0
72,77056.0,382,1,2012.0
25,119200.0,1441,1,2012.0
25,85365.0,769,3,2012.0
89,130112.0,1029,3,2012.0
43,57340.0,850,1,2012.0
25,38000.0,1362,3,2012.0
117,66900.0,70,3,2012.0
50,102719.0,622,1,2012.0
89,80000.0,1193,3,2012.0
180,90000.0,843,3,2012.0
25,50500.0,1503,1,2012.0
123,75000.0,472,1,2012.0
172,133000.0,691,1,2012.0
25,105000.0,544,1,2012.0
43,104000.0,850,3,2012.0
117,150278.0,312,3,2012.0
145,117000.0,1288,3,2012.0
172,158203.0,691,1,2012.0
157,143000.0,875,1,2012.0
3,63000.0,241,1,2012.0
25,120000.0,1354,3,2012.0
74,78000.0,1434,3,2012.0
180,151000.0,268,3,2012.0
3,81228.0,1138,1,2012.0
137,85000.0,108,3,2012.0
8,83000.0,1595,1,2012.0
34,73000.0,556,3,2012.0
74,79000.0,1510,3,2012.0
123,75000.0,485,1,2012.0
123,39000.0,715,1,2018.0
8,25300.0,154,1,2018.0
50,90000.0,606,1,2018.0
8,50000.0,1702,1,2018.0
25,38190.0,1504,1,2018.0
117,65000.0,136,1,2018.0
130,13000.0,972,3,2018.0
145,35000.0,1288,1,2018.0
165,33970.0,819,1,2018.0
180,46000.0,1570,3,2018.0
128,55000.0,248,1,2018.0
50,74000.0,639,1,2018.0
130,62000.0,972,3,2018.0
82,15890.0,591,1,2018.0
184,60000.0,1626,1,2018.0
89,50794.0,1106,3,2018.0
145,49500.0,1288,3,2018.0
25,62092.0,1261,3,2018.0
123,51622.0,479,1,2018.0
50,77000.0,1179,3,2018.0
50,43938.0,639,1,2018.0
43,59600.0,850,1,2018.0
3,42195.0,1135,1,2018.0
25,56742.0,1481,1,2018.0
145,35600.0,414,1,2018.0
8,49652.0,1606,1,2018.0
8,23600.0,1610,1,2018.0
172,39000.0,1116,1,2018.0
172,65000.0,691,1,2018.0
145,42000.0,1395,3,2018.0
50,34000.0,622,1,2018.0
89,65000.0,1380,1,2018.0
25,38000.0,1354,3,2018.0
25,42200.0,1268,3,2018.0
145,49000.0,414,1,2018.0
49,46412.0,1397,3,2018.0
123,38000.0,464,1,2018.0
145,70000.0,1288,1,2018.0
89,24000.0,1106,3,2018.0
172,36000.0,181,1,2018.0
141,21000.0,970,1,2018.0
89,28000.0,1106,3,2018.0
25,55000.0,99,1,2018.0
130,70000.0,704,1,2018.0
130,63000.0,704,1,2018.0
8,60500.0,1600,1,2016.0
50,75600.0,622,3,2016.0
180,49000.0,754,1,2016.0
25,63000.0,497,3,2016.0
123,57000.0,464,1,2016.0
50,119000.0,678,3,2016.0
165,24850.0,97,1,2016.0
25,68000.0,1481,3,2016.0
172,116000.0,691,1,2016.0
145,81693.0,494,3,2016.0
50,77227.0,622,3,2016.0
50,61000.0,607,1,2016.0
25,84037.0,1354,3,2016.0
83,35300.0,430,1,2016.0
25,38500.0,1072,3,2016.0
180,78000.0,316,1,2016.0
180,28500.0,754,1,2016.0
172,70000.0,181,1,2016.0
130,61114.0,972,1,2016.0
50,55000.0,678,3,2016.0
130,85473.0,704,3,2016.0
123,22800.0,461,1,2016.0
137,40100.0,143,1,2016.0
89,118000.0,1106,3,2016.0
145,77800.0,872,1,2016.0
128,74000.0,1041,1,2016.0
8,37300.0,1600,1,2016.0
128,69000.0,1090,3,2016.0
8,11562.0,1317,1,2016.0
25,45000.0,1373,3,2016.0
50,79000.0,678,3,2016.0
180,76200.0,316,1,2016.0
8,43000.0,1610,1,2016.0
145,40000.0,932,3,2016.0
89,77642.0,1193,3,2016.0
128,105000.0,1004,1,2016.0
50,78000.0,622,1,2016.0
130,56943.0,704,3,2016.0
145,65000.0,932,3,2016.0
74,44000.0,253,3,2016.0
145,70000.0,494,3,2016.0
83,46000.0,1585,1,2016.0
128,113000.0,1004,3,2016.0
165,84000.0,1559,1,2016.0
117,87000.0,136,3,2016.0
25,75000.0,97,1,2016.0
63,26000.0,796,3,2016.0
8,55000.0,1320,1,2016.0
130,51000.0,1144,1,2016.0
25,97000.0,1261,3,2016.0
123,66000.0,97,1,2016.0
145,49950.0,932,3,2016.0
130,109471.0,704,3,2016.0
123,66300.0,477,1,2016.0
125,78000.0,506,1,2016.0
89,43000.0,1193,1,2016.0
3,23900.0,1135,1,2016.0
130,33007.0,972,3,2016.0
123,52800.0,472,1,2016.0
89,102000.0,1106,3,2016.0
145,48000.0,932,3,2016.0
89,62000.0,1351,3,2016.0
180,110265.0,754,3,2016.0
123,66800.0,461,1,2016.0
50,88000.0,606,1,2016.0
123,24000.0,472,1,2016.0
89,95000.0,1351,3,2016.0
89,82000.0,1193,3,2016.0
117,123500.0,397,1,2016.0
123,47000.0,477,1,2016.0
145,83000.0,1288,3,2016.0
8,42000.0,1316,1,2016.0
8,84000.0,1595,1,2016.0
89,30000.0,1193,3,2016.0
89,67000.0,1380,3,2016.0
50,97516.0,1179,1,2016.0
63,42700.0,1584,3,2016.0
130,24000.0,972,1,2016.0
130,55000.0,972,3,2016.0
43,74600.0,1174,1,2016.0
8,38000.0,1610,1,2016.0
89,64000.0,1193,3,2016.0
145,67000.0,494,3,2016.0
25,106000.0,409,3,2016.0
74,77600.0,1291,3,2016.0
89,70000.0,1380,3,2016.0
25,159000.0,544,3,2016.0
180,47000.0,843,3,2016.0
50,36000.0,678,3,2016.0
8,43000.0,1702,1,2016.0
50,86000.0,622,3,2016.0
180,62000.0,753,3,2016.0
130,95000.0,1552,3,2016.0
145,85000.0,932,3,2016.0
123,69000.0,467,1,2016.0
25,90556.21355944383,1116,3,2012.612294758021
25,112000.0,1362,3,2016.0
36,85000.0,708,3,2016.0
50,74000.0,622,3,2016.0
25,71659.0,97,3,2016.0
117,64000.0,70,3,2016.0
117,65000.0,397,3,2016.0
26,73000.0,97,3,2016.0
172,97000.0,1116,3,2016.0
172,63000.0,691,1,2016.0
25,39000.0,532,3,2016.0
22,173736.0,1457,3,2016.0
128,86000.0,1004,3,2016.0
145,56000.0,932,3,2016.0
130,63000.0,1552,3,2016.0
25,82000.0,933,3,2016.0
74,73000.0,773,3,2016.0
145,110000.0,1288,3,2016.0
117,39500.0,70,3,2016.0
123,33500.0,464,1,2016.0
89,67000.0,363,3,2016.0
145,109149.0,1288,3,2016.0
145,59600.0,578,1,2016.0
180,60000.0,843,3,2016.0
89,85000.0,1380,3,2016.0
74,36000.0,1434,3,2016.0
25,24631.0,1072,1,2016.0
123,51000.0,475,1,2016.0
145,56000.0,872,3,2016.0
114,58000.0,1299,3,2016.0
165,48000.0,1407,3,2016.0
180,50000.0,528,3,2016.0
25,66000.0,1227,3,2016.0
25,65500.0,409,1,2016.0
180,65000.0,754,1,2016.0
25,36000.0,1261,3,2016.0
25,90000.0,532,3,2016.0
50,23350.0,678,3,2016.0
25,104000.0,544,3,2016.0
130,3066.0,972,3,2016.0
145,68000.0,932,3,2016.0
74,42000.0,773,3,2016.0
25,48000.0,1336,1,2016.0
130,28500.0,972,3,2016.0
117,120000.0,136,3,2016.0
25,74000.0,1362,3,2016.0
74,90000.0,1510,3,2016.0
25,42000.0,97,3,2016.0
72,39000.0,793,1,2016.0
50,56000.0,678,3,2016.0
89,28600.0,858,3,2016.0
145,74000.0,932,1,2016.0
25,94000.0,1336,3,2016.0
50,62000.0,678,3,2016.0
180,55000.0,316,3,2016.0
8,82000.0,1315,1,2016.0
25,57000.0,1354,3,2016.0
125,70000.0,506,3,2016.0
25,108000.0,1481,3,2016.0
25,41000.0,1278,3,2016.0
145,50000.0,280,3,2016.0
165,73551.0,1559,1,2016.0
25,50000.0,1354,3,2016.0
74,62900.0,773,3,2016.0
22,21000.0,1646,3,2016.0
43,123000.0,850,1,2016.0
50,37500.0,678,3,2016.0
180,24500.0,1549,3,2016.0
25,50832.0,1261,3,2016.0
22,76600.0,1133,3,2016.0
49,96600.0,1397,3,2016.0
165,38500.0,769,3,2016.0
25,18900.0,1481,1,2016.0
117,60000.0,136,3,2016.0
89,60921.0,1106,3,2016.0
89,62500.0,1106,3,2016.0
123,91000.0,233,1,2016.0
25,89000.0,544,3,2016.0
130,72600.0,704,3,2016.0
172,65000.0,800,3,2016.0
145,69000.0,1288,3,2016.0
123,58000.0,461,1,2016.0
130,53400.0,1460,3,2016.0
172,80000.0,800,3,2016.0
130,72000.0,704,3,2016.0
165,14000.0,457,1,2016.0
89,52000.0,1193,3,2016.0
25,133000.0,544,3,2016.0
184,30027.0,1530,1,2016.0
74,93000.0,1434,3,2016.0
145,80000.0,932,3,2016.0
89,85000.0,1380,1,2016.0
128,64000.0,1090,1,2016.0
25,151000.0,409,1,2016.0
145,97000.0,1395,3,2016.0
25,62400.0,1354,3,2016.0
25,58000.0,1481,3,2016.0
117,60100.0,136,3,2016.0
50,49631.0,678,1,2016.0
72,48560.0,382,1,2016.0
117,49600.0,70,1,2016.0
25,88000.0,1261,3,2016.0
145,50000.0,932,3,2016.0
145,44300.0,932,3,2016.0
165,92000.0,848,3,2016.0
145,53215.0,1288,3,2016.0
145,81000.0,578,3,2016.0
172,84000.0,1116,1,2016.0
25,126000.0,1362,3,2016.0
25,80000.0,1261,3,2016.0
145,82774.0,578,1,2016.0
145,60500.0,578,3,2016.0
50,47000.0,622,1,2016.0
25,85300.0,1354,3,2016.0
117,49500.0,136,3,2016.0
25,44000.0,1336,1,2016.0
25,34100.0,1481,3,2016.0
89,66952.0,1193,3,2016.0
25,31000.0,1354,3,2016.0
145,41000.0,494,3,2016.0
172,82000.0,1116,3,2016.0
89,57000.0,1193,3,2016.0
25,72000.0,1362,3,2016.0
89,64000.0,1106,3,2016.0
145,107000.0,578,3,2016.0
25,105000.0,1261,3,2016.0
145,88000.0,932,3,2016.0
117,40000.0,136,3,2016.0
182,50000.0,317,1,2016.0
22,150000.0,1457,3,2016.0
25,36000.0,1362,3,2016.0
145,8780.0,578,3,2016.0
89,48000.0,417,3,2016.0
117,42000.0,70,3,2016.0
145,55000.0,932,3,2016.0
25,66000.0,97,3,2016.0
89,97000.0,363,3,2016.0
145,45000.0,578,3,2016.0
25,92000.0,97,3,2016.0
25,6000.0,1362,3,2016.0
89,90000.0,1193,3,2016.0
74,148000.0,1510,3,2016.0
89,29000.0,417,3,2016.0
25,21220.0,97,3,2016.0
89,66000.0,363,3,2016.0
145,111000.0,1288,3,2016.0
25,51500.0,409,3,2016.0
145,61000.0,578,3,2016.0
130,109000.0,704,1,2016.0
25,180885.0,1223,3,2016.0
25,39000.0,1362,3,2016.0
89,80000.0,1106,3,2016.0
123,74000.0,461,1,2016.0
25,120000.0,1261,3,2016.0
145,280000.0,578,3,2016.0
25,82000.0,1354,3,2016.0
89,19530.0,1351,3,2016.0
172,30000.0,1164,3,2016.0
25,100000.0,1362,3,2016.0
25,70000.0,1023,3,2016.0
117,62000.0,136,3,2016.0
21,89993.0,991,3,2016.0
145,64000.0,1288,3,2016.0
145,99000.0,1288,3,2016.0
74,68000.0,773,3,2016.0
50,89000.0,678,1,2016.0
117,4375.0,136,3,2016.0
25,47600.0,1336,3,2016.0
50,28500.0,678,3,2016.0
128,108000.0,1004,3,2016.0
89,66000.0,363,3,2016.0
130,134000.0,1643,1,2016.0
25,110000.0,1354,3,2016.0
50,60600.0,678,3,2016.0
25,82000.0,1362,3,2016.0
123,108600.0,461,1,2016.0
50,51000.0,678,3,2016.0
145,78000.0,494,3,2016.0
74,90000.0,614,3,2016.0
145,79000.0,932,3,2016.0
72,86500.0,382,3,2016.0
71,4200.0,97,3,2016.0
74,27007.0,773,3,2016.0
89,93000.0,1193,3,2016.0
25,32500.0,1072,1,2016.0
117,60600.0,397,1,2016.0
145,76000.0,1395,3,2016.0
145,78000.0,494,3,2016.0
89,74000.0,363,3,2016.0
89,108000.0,1399,1,2016.0
20,111111.0,991,3,2016.0
145,38000.0,494,3,2016.0
25,78000.0,899,3,2016.0
43,112000.0,850,3,2016.0
172,42600.0,691,3,2016.0
123,74500.0,467,1,2016.0
8,68000.0,1315,1,2016.0
25,83500.0,1354,3,2016.0
25,53300.0,1072,3,2016.0
117,72000.0,136,3,2016.0
50,120000.0,609,1,2016.0
25,102400.0,1072,3,2016.0
128,88000.0,881,3,2016.0
145,41000.0,1288,3,2016.0
25,92000.0,532,1,2016.0
130,79000.0,1144,3,2016.0
123,95000.0,464,1,2016.0
145,59000.0,578,3,2016.0
165,116000.0,769,3,2016.0
117,93000.0,397,3,2016.0
145,41000.0,932,3,2016.0
74,250000.0,773,3,2016.0
25,32190.0,97,1,2016.0
117,66000.0,70,3,2016.0
25,78000.0,1739,3,2016.0
180,58000.0,1570,3,2016.0
25,26197.0,1072,3,2016.0
25,57500.0,1481,1,2016.0
89,76000.0,1053,3,2016.0
145,83000.0,932,3,2016.0
145,43000.0,932,1,2016.0
50,98000.0,609,1,2016.0
123,23000.0,480,1,2016.0
