brand,kilometers,model,transmission,year
89,13030.0,1106,3,2022.0
130,3688.0,1307,1,2022.0
130,8007.0,1552,3,2022.0
150,4300.0,271,1,2022.0
89,5930.0,1106,3,2022.0
89,10048.0,1106,3,2022.0
150,1154.0,1166,3,2022.0
180,14.0,268,3,2022.0
3,6150.0,1135,1,2022.0
34,7358.0,350,1,2022.0
25,12000.0,104,1,2022.0
25,7000.0,852,1,2022.0
130,15000.0,973,1,2022.0
123,223.0,467,1,2022.0
145,6050.0,1288,3,2022.0
172,150.0,1164,1,2022.0
145,19900.0,1288,3,2022.0
123,4900.0,461,1,2022.0
117,12300.0,71,1,2022.0
8,900.0,1317,1,2022.0
172,100.0,800,1,2022.0
25,90556.21355944383,1116,3,2012.612294758021
130,100.0,704,1,2022.0
128,1700.0,881,3,2022.0
145,6000.0,1288,3,2022.0
150,4000.0,271,3,2022.0
25,8500.0,104,3,2022.0
145,5400.0,877,3,2022.0
117,1800.0,395,1,2022.0
145,4600.0,1395,3,2022.0
89,3500.0,1106,3,2022.0
123,2750.0,461,1,2022.0
142,100.0,1,1,2022.0
123,13400.0,104,1,2022.0
172,1.0,691,1,2022.0
172,1.0,1116,1,2022.0
145,9446.0,578,1,2022.0
89,1431.0,1306,1,2022.0
165,10834.0,1559,3,2022.0
117,7500.0,395,1,2022.0
34,3930.0,350,1,2022.0
145,1500.0,1518,1,2022.0
172,10.0,1164,1,2022.0
49,6400.0,269,3,2022.0
145,1.0,246,3,2022.0
145,1.0,578,3,2022.0
50,1.0,1179,3,2022.0
25,100.0,520,1,2022.0
123,5200.0,370,1,2022.0
145,1.0,246,3,2022.0
172,100.0,1116,1,2022.0
130,6000.0,1307,1,2022.0
117,288000.0,63,3,2022.0
8,4000.0,1610,1,2022.0
117,12500.0,397,1,2022.0
50,10.0,1179,3,2022.0
8,9700.0,17,1,2022.0
50,10.0,1179,3,2022.0
145,18500.0,414,1,2022.0
145,8000.0,877,3,2022.0
117,7800.0,397,1,2022.0
172,8.0,682,1,2022.0
50,4405.0,1179,3,2022.0
89,26000.0,1380,1,2022.0
130,9000.0,1307,1,2022.0
34,1.0,338,3,2022.0
123,191.0,468,3,2022.0
172,10.0,691,1,2022.0
34,4959.0,343,1,2022.0
89,9000.0,1193,3,2022.0
117,8000.0,395,1,2022.0
135,2000.0,734,1,2022.0
145,6600.0,1288,3,2022.0
117,13500.0,136,1,2022.0
165,10700.0,1208,3,2022.0
145,10000.0,104,3,2022.0
117,8500.0,395,1,2022.0
117,29700.0,397,1,2022.0
165,5201.0,313,3,2022.0
145,4000.0,1288,3,2022.0
34,1.0,350,1,2022.0
117,14100.0,136,3,2022.0
145,11300.0,877,3,2022.0
117,16000.0,400,1,2022.0
130,242.0,870,3,2022.0
145,5270.0,1288,3,2022.0
128,3463.0,879,1,2022.0
184,500.0,1626,1,2022.0
145,800.0,578,3,2022.0
172,1.0,104,1,2022.0
150,12446.0,276,1,2022.0
8,14000.0,1317,1,2022.0
180,9084.0,753,3,2022.0
123,12700.0,477,1,2022.0
172,660.0,691,1,2022.0
172,7000.0,511,1,2022.0
25,10000.0,1481,3,2022.0
130,14000.0,704,3,2022.0
145,9300.0,1288,3,2022.0
180,2000.0,1113,1,2022.0
130,3800.0,972,3,2022.0
74,6700.0,253,3,2022.0
130,9800.0,704,1,2022.0
89,10000.0,1106,3,2022.0
25,4500.0,1072,3,2022.0
8,3000.0,1318,1,2022.0
180,2000.0,1443,1,2022.0
123,4617.0,461,1,2022.0
180,7000.0,1113,1,2022.0
8,6336.0,112,1,2022.0
89,7800.0,1106,1,2022.0
172,10.0,800,1,2022.0
130,14000.0,704,1,2022.0
117,5000.0,400,1,2022.0
3,4000.0,1137,1,2022.0
180,5000.0,753,3,2022.0
117,4455.0,395,3,2022.0
89,8000.0,1380,1,2022.0
117,6600.0,395,1,2022.0
8,140.0,1655,1,2022.0
165,11300.0,1559,1,2022.0
89,7000.0,1193,1,2022.0
89,12500.0,1380,1,2022.0
180,8000.0,1113,1,2022.0
180,800.0,1061,1,2022.0
89,7000.0,1106,3,2022.0
172,200.0,691,1,2022.0
49,6288.0,997,3,2022.0
50,6000.0,1179,1,2022.0
89,11700.0,1106,1,2022.0
89,9052.0,1106,3,2022.0
172,70.0,912,1,2022.0
50,1.0,1179,3,2022.0
50,1.0,1179,3,2022.0
117,8000.0,395,1,2022.0
172,30000.0,912,3,1978.0
44,63000.0,45,3,1978.0
145,49638.0,1154,3,1978.0
49,4500.0,1422,3,1978.0
145,1.0,1152,3,1978.0
172,320000.0,45,3,1978.0
172,115000.0,682,3,1978.0
99,3000.0,1293,3,1978.0
130,555555.0,1105,3,1978.0
145,250000.0,1150,3,1978.0
130,200000.0,45,3,1978.0
172,158000.0,912,3,1978.0
130,270000.0,565,3,1978.0
41,100000.0,648,3,1978.0
130,1.0,1105,3,1978.0
172,150000.0,912,3,1978.0
123,1000.0,487,3,1978.0
172,720000.0,912,3,1978.0
172,5000.0,662,3,1978.0
123,192701.0,126,3,1978.0
172,208000.0,912,3,1978.0
172,136251.0,912,3,1978.0
49,150000.0,16,3,1978.0
172,433400.0,912,3,1978.0
172,105000.0,662,3,1978.0
145,83000.0,1154,3,1978.0
172,200000.0,912,3,1978.0
172,1000.0,912,3,1978.0
172,3000.0,682,3,1978.0
172,30000.0,662,3,1978.0
130,60000.0,1105,3,1978.0
172,111111.0,912,3,1978.0
25,17000.0,1072,3,2021.0
145,22300.0,872,1,2021.0
117,8930.0,395,1,2021.0
50,6200.0,622,1,2021.0
180,18800.0,753,3,2021.0
145,5422.0,877,3,2021.0
3,8000.0,1134,1,2021.0
172,10000.0,691,1,2021.0
145,18000.0,1288,3,2021.0
117,14539.0,136,1,2021.0
125,2500.0,506,1,2021.0
125,2500.0,506,1,2021.0
161,10000.0,630,1,2021.0
145,20000.0,1395,3,2021.0
172,1.0,1512,1,2021.0
123,12000.0,479,1,2021.0
145,10800.0,246,1,2021.0
172,1200.0,1438,1,2021.0
11,18810.0,1653,1,2021.0
117,19000.0,70,1,2021.0
8,5500.0,1317,1,2021.0
145,19501.0,414,3,2021.0
117,24000.0,397,1,2021.0
83,1500.0,1585,3,2021.0
25,30204.0,1072,1,2021.0
165,9000.0,1407,3,2021.0
150,8000.0,276,1,2021.0
25,42.0,1499,1,2021.0
25,5000.0,323,1,2021.0
104,24000.0,740,1,2021.0
112,4300.0,1666,1,2021.0
99,5600.0,1175,1,2021.0
117,17500.0,136,1,2021.0
172,7000.0,691,1,2021.0
145,2900.0,932,3,2021.0
130,22000.0,1591,1,2021.0
25,14900.0,1072,1,2021.0
161,8900.0,602,1,2021.0
145,11800.0,1288,3,2021.0
123,12582.0,238,1,2021.0
172,20000.0,800,3,2021.0
145,39000.0,578,1,2021.0
172,18300.0,1116,1,2021.0
145,11900.0,877,3,2021.0
145,12000.0,1395,3,2021.0
117,9000.0,400,1,2021.0
117,7451.0,70,1,2021.0
50,8550.0,331,1,2021.0
145,25003.0,877,3,2021.0
165,32079.0,1407,3,2021.0
34,13000.0,343,1,2021.0
89,26639.0,1106,3,2021.0
145,8900.0,877,3,2021.0
117,22000.0,397,1,2021.0
172,240.0,800,1,2021.0
145,18000.0,872,1,2021.0
172,2800.0,1164,1,2021.0
145,27000.0,246,1,2021.0
25,23220.0,1171,3,2021.0
145,7000.0,1395,3,2021.0
89,22300.0,1057,1,2021.0
180,22000.0,1061,1,2021.0
145,8400.0,580,3,2021.0
89,14000.0,1106,3,2021.0
130,16000.0,1552,1,2021.0
128,45000.0,879,1,2021.0
123,5800.0,464,1,2021.0
104,1.0,740,1,2021.0
145,15000.0,1395,3,2021.0
172,4300.0,691,1,2021.0
130,43000.0,704,3,2021.0
130,3500.0,1307,1,2021.0
117,20000.0,136,1,2021.0
74,11800.0,784,3,2021.0
117,15000.0,70,1,2021.0
25,13000.0,1023,3,2021.0
141,6500.0,970,1,2021.0
172,3500.0,800,1,2021.0
117,14000.0,395,1,2021.0
25,8000.0,1493,1,2021.0
25,23000.0,852,3,2021.0
25,7300.0,1072,1,2021.0
36,9400.0,348,3,2021.0
89,16400.0,1193,3,2021.0
145,8500.0,1288,3,2021.0
117,16000.0,395,3,2021.0
172,4000.0,800,1,2021.0
3,20.0,1134,1,2021.0
117,11000.0,395,1,2021.0
145,5800.0,414,3,2021.0
25,6500.0,1072,3,2021.0
18,6300.0,103,3,2021.0
25,14500.0,1072,1,2021.0
165,39000.0,1559,3,2021.0
117,43000.0,400,1,2021.0
172,80000.0,682,3,2021.0
130,15500.0,261,1,2021.0
130,25000.0,870,1,2021.0
145,8000.0,872,1,2021.0
117,15500.0,70,3,2021.0
25,141.0,852,1,2021.0
145,34000.0,578,3,2021.0
25,14000.0,1077,3,2021.0
25,15000.0,1080,1,2021.0
172,3000.0,691,1,2021.0
130,15456454.0,975,1,2021.0
137,9249.0,142,1,2021.0
25,3900.0,358,1,2021.0
25,1.0,409,1,2021.0
25,17000.0,852,3,2021.0
89,25000.0,1193,1,2021.0
172,10000.0,1164,1,2021.0
83,5011.0,750,1,2021.0
145,3100.0,976,3,2021.0
89,21000.0,103,3,2021.0
130,14630.0,1307,1,2021.0
172,9400.0,511,1,2021.0
117,18000.0,395,3,2021.0
145,27434.0,578,3,2021.0
130,24000.0,1144,1,2021.0
89,8500.0,1380,1,2021.0
145,26000.0,578,3,2021.0
117,13000.0,397,1,2021.0
128,7000.0,1004,1,2021.0
172,3600.0,1116,1,2021.0
145,7096.0,1288,3,2021.0
3,9600.0,1135,1,2021.0
172,9600.0,1116,1,2021.0
137,14000.0,142,1,2021.0
130,34000.0,870,3,2021.0
25,5000.0,1072,1,2021.0
25,10300.0,1072,3,2021.0
180,3936.0,1570,3,2021.0
145,10700.0,877,3,2021.0
50,14600.0,1179,1,2021.0
89,16660.0,1193,3,2021.0
130,16000.0,704,1,2021.0
117,16000.0,70,3,2021.0
89,11000.0,1106,3,2021.0
172,5000.0,691,1,2021.0
50,9000.0,1179,1,2021.0
25,6000.0,852,3,2021.0
172,3500.0,181,1,2021.0
117,19050.0,400,1,2021.0
145,100.0,932,1,2021.0
157,500.0,1189,1,2021.0
50,3000.0,331,3,2021.0
117,10300.0,395,3,2021.0
145,14500.0,578,3,2021.0
89,33000.0,1331,3,2021.0
89,3700.0,1106,3,2021.0
130,28422.0,972,3,2021.0
80,2500.0,1211,3,2021.0
145,900.0,877,3,2021.0
165,15000.0,1407,3,2021.0
117,13000.0,395,1,2021.0
145,15000.0,932,1,2021.0
117,14000.0,395,1,2021.0
117,23400.0,395,1,2021.0
25,28000.0,544,3,2021.0
172,13.0,800,1,2021.0
25,90556.21355944383,1116,3,2012.612294758021
180,6500.0,103,1,2021.0
180,3367.0,1570,1,2021.0
89,13000.0,1106,3,2021.0
180,21000.0,1411,1,2021.0
8,16200.0,1595,1,2021.0
145,59000.0,578,3,2021.0
180,6000.0,1411,1,2021.0
89,32000.0,1380,1,2021.0
25,19500.0,1484,3,2021.0
172,2000.0,691,1,2021.0
172,10500.0,511,1,2021.0
25,23000.0,852,3,2021.0
25,17100.0,1023,3,2021.0
25,15100.0,1072,1,2021.0
145,8800.0,877,3,2021.0
171,11111.0,1469,3,2021.0
20,13000.0,1215,3,2021.0
25,34000.0,1072,1,2021.0
145,75500.0,578,1,2021.0
172,16600.0,800,1,2021.0
25,12000.0,499,1,2021.0
117,34000.0,395,3,2021.0
130,5800.0,1144,1,2021.0
165,29586.0,1559,1,2021.0
8,5200.0,1316,1,2021.0
25,13500.0,103,3,2021.0
145,8000.0,932,1,2021.0
180,10000.0,1570,3,2021.0
145,9000.0,578,3,2021.0
145,23000.0,877,3,2021.0
89,15500.0,1193,3,2021.0
145,37000.0,578,1,2021.0
172,20000.0,1164,1,2021.0
117,11500.0,395,1,2021.0
145,18000.0,932,3,2021.0
137,19000.0,142,3,2021.0
172,11500.0,912,1,2021.0
25,13800.0,1493,1,2021.0
25,16500.0,1072,1,2021.0
145,10000.0,872,1,2021.0
117,8700.0,395,1,2021.0
25,12000.0,1072,1,2021.0
130,6000.0,1552,1,2021.0
145,28400.0,578,1,2021.0
50,1.0,1179,1,2021.0
20,6000.0,1686,1,2021.0
172,10000.0,800,1,2021.0
145,17000.0,877,3,2021.0
50,8500.0,331,1,2021.0
145,13000.0,414,1,2021.0
172,7500.0,691,1,2021.0
130,14380.0,1552,1,2021.0
130,33500.0,1552,1,2021.0
130,8500.0,704,3,2021.0
145,12000.0,1288,1,2021.0
58,16100.0,307,3,2021.0
145,25000.0,1288,3,2021.0
25,30000.0,544,3,2021.0
89,6800.0,1106,3,2021.0
123,10000.0,477,1,2021.0
130,19800.0,704,3,2021.0
25,9500.0,1072,3,2021.0
145,23108.0,578,3,2021.0
117,22500.0,136,1,2021.0
25,200000.0,34,3,2021.0
25,11500.0,1072,1,2021.0
118,19800.0,103,3,2021.0
145,20000.0,414,3,2021.0
130,3000.0,1144,1,2021.0
145,1.0,932,3,2021.0
25,8500.0,1072,1,2021.0
145,18000.0,1288,3,2021.0
172,7500.0,691,1,2021.0
50,900.0,622,1,2021.0
25,3200.0,404,1,2021.0
123,15000.0,461,1,2021.0
145,58700.0,877,3,2021.0
180,4000.0,1061,1,2021.0
89,14000.0,1380,1,2021.0
117,19300.0,395,1,2021.0
145,36000.0,578,3,2021.0
145,4800.0,578,3,2021.0
130,18500.0,1552,3,2021.0
25,3850.0,1072,1,2021.0
145,29000.0,578,3,2021.0
25,11000.0,1072,1,2021.0
180,19000.0,1411,1,2021.0
172,17000.0,1164,1,2021.0
150,18600.0,273,1,2021.0
145,12500.0,877,3,2021.0
145,12000.0,578,1,2021.0
117,10000.0,136,1,2021.0
145,20000.0,877,3,2021.0
145,13600.0,877,3,2021.0
145,8500.0,580,3,2021.0
172,3240.0,800,1,2021.0
25,6400.0,1072,3,2021.0
117,24000.0,397,1,2021.0
117,15234.0,70,1,2021.0
145,4500.0,1288,3,2021.0
145,16000.0,877,3,2021.0
50,11200.0,622,1,2021.0
117,21000.0,136,1,2021.0
130,15000.0,1144,1,2021.0
172,4200.0,691,1,2021.0
117,22000.0,395,1,2021.0
117,23000.0,1682,1,2021.0
165,20000.0,1207,1,2021.0
137,15000.0,86,1,2021.0
145,11000.0,1395,1,2021.0
117,20000.0,395,1,2021.0
145,14000.0,1288,1,2021.0
172,20000.0,691,1,2021.0
117,24000.0,395,1,2021.0
130,7500.0,870,3,2021.0
117,11000.0,395,1,2021.0
172,20000.0,181,1,2021.0
145,12000.0,578,3,2021.0
117,20000.0,395,1,2021.0
180,11000.0,753,1,2021.0
172,6800.0,800,3,2021.0
145,34000.0,578,3,2021.0
180,9000.0,1061,1,2021.0
130,13200.0,1307,1,2021.0
145,9300.0,1288,3,2021.0
117,40000.0,395,1,2021.0
25,7000.0,1719,3,2021.0
130,28500.0,1307,3,2021.0
180,11000.0,753,1,2021.0
123,3000.0,373,1,2021.0
89,20000.0,1106,3,2021.0
123,14000.0,461,1,2021.0
180,22000.0,1061,1,2021.0
145,16500.0,877,3,2021.0
25,34000.0,1072,1,2021.0
137,5500.0,142,3,2021.0
130,48000.0,704,1,2021.0
25,20000.0,1081,3,2021.0
145,12000.0,1288,3,2021.0
50,6500.0,622,1,2021.0
123,3000.0,1387,3,2021.0
172,1.0,800,1,2021.0
137,18000.0,192,1,2021.0
104,2060.0,908,1,2021.0
172,15000.0,1116,1,2021.0
72,17500.0,793,1,2021.0
117,20000.0,70,1,2021.0
172,19500.0,511,1,2021.0
145,9800.0,932,3,2021.0
145,1.0,877,3,2021.0
25,18100.0,1072,1,2021.0
112,5000.0,1666,1,2021.0
117,15000.0,400,1,2021.0
145,18000.0,578,3,2021.0
89,9600.0,1380,3,2021.0
117,17800.0,70,1,2021.0
172,11000.0,800,1,2021.0
145,11700.0,932,1,2021.0
130,26400.0,1552,3,2021.0
172,15000.0,800,1,2021.0
172,4700.0,691,1,2021.0
25,25000.0,1079,1,2021.0
145,18000.0,578,1,2021.0
172,4000.0,691,1,2021.0
117,12800.0,395,1,2021.0
50,1.0,331,1,2021.0
117,18000.0,397,1,2021.0
117,19000.0,395,1,2021.0
117,9091.0,70,1,2021.0
145,19500.0,1395,1,2021.0
130,10000.0,1750,1,2021.0
172,11200.0,1116,1,2021.0
89,11600.0,1193,3,2021.0
117,19000.0,136,1,2021.0
117,10300.0,395,1,2021.0
145,16200.0,580,1,2021.0
117,8000.0,395,1,2021.0
145,11000.0,1395,3,2021.0
130,14600.0,1552,3,2021.0
25,90556.21355944383,1116,3,2012.612294758021
25,19948.0,1072,1,2021.0
8,8500.0,1606,1,2021.0
89,7500.0,1193,3,2021.0
145,17200.0,1288,3,2021.0
25,10100.0,619,1,2021.0
117,10200.0,401,1,2021.0
165,11850.0,1559,1,2021.0
117,21750.0,397,1,2021.0
165,95000.0,1559,1,2021.0
25,90556.21355944383,1116,3,2012.612294758021
145,43000.0,578,1,2021.0
89,21000.0,1380,1,2021.0
172,19000.0,800,1,2021.0
145,30100.0,1288,3,2021.0
117,17700.0,70,1,2021.0
25,13000.0,544,3,2021.0
172,14000.0,691,1,2021.0
130,26000.0,1552,1,2021.0
3,20032.0,1135,1,2021.0
117,13000.0,395,1,2021.0
165,9150.0,1559,1,2021.0
145,18900.0,1395,3,2021.0
172,16633.0,511,1,2021.0
145,60000.0,1288,1,2021.0
25,12000.0,1072,3,2021.0
72,8500.0,1575,3,2021.0
89,18500.0,1349,1,2021.0
89,11500.0,1106,3,2021.0
89,22000.0,1106,3,2021.0
145,28000.0,414,1,2021.0
89,28000.0,1380,1,2021.0
130,16000.0,704,1,2021.0
117,25000.0,395,1,2021.0
180,35000.0,1558,1,2021.0
145,14800.0,414,1,2021.0
74,11000.0,1510,1,2021.0
172,33000.0,800,1,2021.0
145,22000.0,932,1,2021.0
145,14800.0,1288,1,2021.0
145,18500.0,1395,3,2021.0
130,5044.0,1552,1,2021.0
145,24000.0,932,1,2021.0
145,16500.0,1288,3,2021.0
180,270.0,1061,1,2021.0
123,19000.0,461,1,2021.0
145,9260.0,414,3,2021.0
172,13500.0,511,1,2021.0
172,13508.0,511,1,2021.0
89,1.0,1106,3,2021.0
145,30000.0,578,3,2021.0
165,18000.0,1407,3,2021.0
20,6300.0,387,3,2021.0
145,9800.0,877,3,2021.0
180,15500.0,1570,3,2021.0
8,12608.0,1316,1,2021.0
145,2000.0,1288,3,2021.0
145,15000.0,877,3,2021.0
80,59000.0,829,3,2021.0
99,7100.0,1175,1,2021.0
117,1410.0,397,1,2021.0
180,7000.0,1558,1,2021.0
50,12000.0,1179,1,2021.0
83,3800.0,1585,1,2021.0
50,10000.0,607,1,2021.0
130,14000.0,1552,3,2021.0
130,6000.0,1552,1,2021.0
172,5200.0,691,1,2021.0
145,43000.0,246,1,2021.0
145,1800.0,872,1,2021.0
50,13.0,331,1,2021.0
89,25000.0,1380,1,2021.0
89,25000.0,1106,3,2021.0
172,4141.0,800,1,2021.0
145,18700.0,872,1,2021.0
25,18000.0,1072,3,2021.0
145,17.0,1395,3,2021.0
145,23000.0,877,3,2021.0
25,7500.0,619,1,2021.0
117,7550.0,70,1,2021.0
172,10000.0,1164,1,2021.0
172,770.0,691,1,2021.0
172,5000.0,800,3,2021.0
165,20000.0,1559,1,2021.0
145,18500.0,103,3,2021.0
145,23400.0,578,3,2021.0
172,7400.0,691,1,2021.0
3,5000.0,1140,1,2021.0
8,4600.0,1600,1,2021.0
50,6450.0,634,1,2021.0
145,12000.0,414,1,2021.0
117,32000.0,397,1,2021.0
172,11000.0,1724,1,2021.0
99,13000.0,1175,1,2021.0
130,14200.0,1552,1,2021.0
50,9100.0,1179,3,2021.0
145,7200.0,877,3,2021.0
117,14500.0,70,1,2021.0
74,17000.0,773,1,2021.0
172,14500.0,1164,1,2021.0
117,15000.0,70,1,2021.0
117,29000.0,397,1,2021.0
145,22900.0,877,3,2021.0
83,12500.0,1585,1,2021.0
130,17000.0,1552,1,2021.0
145,26500.0,872,1,2021.0
25,19000.0,314,3,2021.0
117,7000.0,136,1,2021.0
8,11000.0,1600,1,2021.0
172,6000.0,511,1,2021.0
130,12500.0,704,1,2021.0
172,14000.0,1651,1,2021.0
145,20000.0,1288,3,2021.0
145,8900.0,1288,1,2021.0
180,7800.0,1061,1,2021.0
130,19000.0,704,3,2021.0
117,18000.0,395,1,2021.0
157,6000.0,1189,3,2021.0
25,455.0,1072,1,2021.0
167,6900.0,1116,1,2021.0
89,15700.0,1106,3,2021.0
89,14000.0,1106,3,2021.0
117,10105.0,395,1,2021.0
8,3219.0,1317,1,2021.0
172,8000.0,1439,1,2021.0
3,2800.0,1134,1,2021.0
25,13100.0,1072,1,2021.0
50,8000.0,622,1,2021.0
25,35000.0,1362,3,2021.0
117,14900.0,397,1,2021.0
172,100.0,800,1,2021.0
145,40000.0,932,1,2021.0
145,65000.0,1395,1,2021.0
117,7000.0,395,1,2021.0
145,43523.0,578,1,2021.0
117,28000.0,395,1,2021.0
130,14380.0,1552,3,2021.0
117,20500.0,394,1,2021.0
172,6000.0,1164,1,2021.0
145,39000.0,932,3,2021.0
117,30000.0,70,1,2021.0
117,13250.0,70,1,2021.0
145,21586.0,877,3,2021.0
145,13226.0,1288,3,2021.0
117,17741.0,397,1,2021.0
25,10000.0,1362,3,2021.0
25,10156.0,852,3,2021.0
145,13500.0,414,1,2021.0
145,43000.0,932,1,2021.0
50,15300.0,606,1,2021.0
117,16000.0,395,1,2021.0
145,19150.0,414,3,2021.0
180,6000.0,1061,1,2021.0
25,9900.0,852,3,2021.0
180,22090.0,753,3,2021.0
172,17500.0,511,1,2021.0
50,9290.0,607,1,2021.0
145,10600.0,1395,3,2021.0
117,17000.0,136,1,2021.0
172,1900.0,691,1,2021.0
117,16000.0,397,1,2021.0
184,1000.0,1626,1,2021.0
130,5143.0,704,3,2021.0
145,26737.0,872,1,2021.0
117,20000.0,136,1,2021.0
145,11000.0,414,3,2021.0
172,3800.0,691,1,2021.0
104,2000.0,740,1,2021.0
8,5400.0,1600,1,2021.0
117,22500.0,103,3,2021.0
25,3000.0,619,1,2021.0
117,28900.0,400,1,2021.0
145,31000.0,877,3,2021.0
8,9300.0,1595,1,2021.0
145,16000.0,414,1,2021.0
117,12000.0,397,1,2021.0
172,1600.0,691,1,2021.0
184,1760.0,1623,1,2021.0
172,3500.0,800,1,2021.0
128,11000.0,1004,1,2021.0
50,40000.0,1179,1,2021.0
3,125000.0,236,1,2021.0
25,31000.0,1072,1,2021.0
172,18000.0,511,1,2021.0
172,10000.0,800,3,2021.0
117,9000.0,395,3,2021.0
89,14000.0,1193,1,2021.0
3,4263.0,1134,1,2021.0
130,10000.0,972,1,2021.0
172,2900.0,800,1,2021.0
130,6000.0,920,1,2021.0
145,7000.0,1288,1,2021.0
172,6500.0,800,1,2021.0
117,12500.0,395,1,2021.0
25,3800.0,852,3,2021.0
83,3500.0,1585,1,2021.0
145,21500.0,1395,3,2021.0
25,21000.0,314,3,2021.0
145,30169.0,1288,3,2021.0
172,1.0,1512,1,2021.0
184,1.0,1626,1,2021.0
172,1000.0,1438,1,2021.0
123,1542.0,461,1,2021.0
180,1150.0,268,1,2021.0
83,2420.0,751,1,2021.0
145,15377.0,580,1,2021.0
89,6700.0,1106,3,2021.0
25,21000.0,1072,3,2021.0
25,12000.0,1503,1,2021.0
130,3400.0,1307,1,2021.0
89,22000.0,1380,1,2021.0
172,8600.0,1164,1,2021.0
25,9600.0,1481,1,2021.0
128,1400.0,881,1,2021.0
145,18000.0,1395,3,2021.0
145,43861.0,414,1,2021.0
172,4500.0,800,3,2021.0
150,11300.0,276,1,2021.0
25,13500.0,1072,1,2021.0
130,8000.0,1144,1,2021.0
145,66000.0,578,3,2021.0
117,17000.0,136,1,2021.0
74,12500.0,1510,3,2021.0
117,17000.0,395,1,2021.0
145,12500.0,877,3,2021.0
130,17500.0,704,3,2021.0
145,18000.0,932,1,2021.0
180,12000.0,1061,1,2021.0
145,11500.0,1288,1,2021.0
117,24000.0,395,1,2021.0
123,16000.0,722,1,2021.0
172,18300.0,1116,1,2021.0
123,20900.0,467,1,2021.0
83,2600.0,505,1,2021.0
172,5000.0,691,1,2021.0
145,10000.0,578,3,2021.0
117,18167.0,136,1,2021.0
145,12000.0,578,1,2021.0
104,1.0,1172,1,2021.0
125,7100.0,506,1,2021.0
172,6000.0,912,1,2021.0
145,13000.0,1395,3,2021.0
117,23000.0,70,1,2021.0
145,28621.0,932,1,2021.0
25,11543.0,1072,3,2021.0
50,71000.0,1179,1,2021.0
180,13200.0,103,3,2021.0
25,9900.0,1072,3,2021.0
145,18000.0,1395,3,2021.0
130,22000.0,704,3,2021.0
145,7000.0,932,3,2021.0
165,19945.0,1407,3,2021.0
117,19000.0,395,1,2021.0
117,12500.0,136,1,2021.0
145,70000.0,578,1,2021.0
145,6000.0,1518,1,2021.0
117,10500.0,70,1,2021.0
25,9200.0,1072,3,2021.0
117,10500.0,395,1,2021.0
145,11263.0,1395,3,2021.0
145,30883.0,932,3,2021.0
145,18050.0,578,3,2021.0
117,41000.0,70,1,2021.0
25,17000.0,1481,1,2021.0
25,18600.0,1072,1,2021.0
117,28000.0,70,1,2021.0
117,17000.0,395,1,2021.0
172,2000.0,1164,1,2021.0
89,23500.0,1106,3,2021.0
117,18569.0,136,1,2021.0
145,25300.0,414,1,2021.0
117,8700.0,395,1,2021.0
25,26000.0,1072,1,2021.0
145,34718.0,414,1,2021.0
117,26000.0,136,1,2021.0
117,16000.0,70,1,2021.0
25,11600.0,1072,3,2021.0
25,11600.0,1718,3,2021.0
145,205.0,1498,3,2021.0
145,25000.0,414,1,2021.0
83,5000.0,750,1,2021.0
123,21100.0,467,1,2021.0
141,2200.0,422,1,2021.0
172,7600.0,1116,1,2021.0
130,23000.0,1064,3,2021.0
83,13000.0,750,1,2021.0
145,32065.0,865,3,2021.0
130,19900.0,1552,1,2021.0
117,30400.0,395,1,2021.0
25,43000.0,1072,3,2021.0
50,6400.0,634,1,2021.0
89,18000.0,1193,3,2021.0
145,15000.0,1288,1,2021.0
145,16653.0,877,3,2021.0
25,13000.0,1072,3,2021.0
145,7000.0,1288,1,2021.0
25,8000.0,1072,3,2021.0
172,20400.0,800,1,2021.0
172,6450.0,691,1,2021.0
165,15000.0,1407,3,2021.0
89,26000.0,1193,3,2021.0
117,7000.0,395,1,2021.0
145,50000.0,877,3,2021.0
25,4400.0,1072,1,2021.0
117,22351.0,400,1,2021.0
172,5000.0,691,1,2021.0
123,6147.0,461,1,2021.0
117,14000.0,136,1,2021.0
89,16609.0,1106,3,2021.0
89,17804.0,1106,3,2021.0
123,10950.0,461,1,2021.0
130,17300.0,1552,1,2021.0
172,4000.0,800,1,2021.0
117,20000.0,70,3,2021.0
123,31800.0,480,1,2021.0
172,20000.0,800,1,2021.0
145,9000.0,414,3,2021.0
25,44000.0,1072,3,2021.0
145,8331.0,932,1,2021.0
130,9500.0,1307,1,2021.0
89,22000.0,1106,3,2021.0
25,16500.0,619,1,2021.0
145,6402.0,1395,1,2021.0
112,8000.0,1666,1,2021.0
145,30000.0,932,3,2021.0
3,14000.0,1135,1,2021.0
25,16000.0,1072,3,2021.0
117,22000.0,136,1,2021.0
117,5500.0,400,1,2021.0
145,15000.0,877,3,2021.0
37,8808.0,556,1,2021.0
117,26100.0,136,1,2021.0
25,90556.21355944383,1116,3,2012.612294758021
150,9000.0,815,1,2021.0
117,10130.0,70,1,2021.0
117,23211.0,395,1,2021.0
130,29000.0,1591,1,2021.0
145,14500.0,578,1,2021.0
117,7800.0,136,1,2021.0
130,50.0,1552,1,2021.0
25,43000.0,1036,3,2021.0
117,12800.0,395,1,2021.0
180,4000.0,1570,1,2021.0
123,22000.0,461,1,2021.0
25,12000.0,1072,3,2021.0
80,23000.0,829,3,2021.0
